power,energy,effi,storage,charge,discharge,fuel_cost,Gasuse,solar,wind,discharge,charge,Wind,Solar,chargeeffi,costfrac
0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500000,5000,0.6,[3036.95977401],154.5236250880205,60.10022836580136,100,46049.968529401245,503191.0703953249,436130.54937271186,158948.75877120017,247680.32037105056,141.99206987259302,289.6638225400899,0.923076923076923,0.097
700000,5000,0.6,[2988.67174204],121.4087462669818,48.9430894308943,100,56201.71447425604,410680.2933927001,494827.7625591081,123473.75215888146,193092.48238610363,162.60162601626016,243.62948677165056,0.923076923076923,0.097
900000,5000,0.6,[2811.00621666],99.5243832785848,40.7986111111111,100,65461.0586934656,359375.27338748303,523918.25778622477,104300.89863589418,163435.83554129314,173.61111111111111,218.21556279345958,0.923076923076923,0.097
1100000,5000,0.6,[2655.41981197],85.47737005612471,35.971223021582745,100,71993.01782037233,330006.78315531655,539262.5893947235,93300.56887992458,146365.80853877263,179.85611510791367,204.27115592964387,0.923076923076923,0.097
1300000,5000,0.6,[2334.48607048],72.26694438463603,29.82618603392784,100,79402.37416714168,297640.62412422424,555155.841731966,80022.16476026694,125742.46595409124,188.1335495068959,191.4937034983048,0.923076923076923,0.097
1500000,5000,0.6,[2115.40832743],58.10621860261466,24.76740966669163,100,87840.00055811924,268791.7630264096,567799.7946057138,68687.790417245,108110.16794537334,194.7120918751412,178.04843280344005,0.923076923076923,0.097
1700000,5000,0.6,[1920.3542506],48.57433025882396,21.247910883541948,100,94719.10180364615,253758.57948954531,570666.2728257771,61067.99196142344,96195.64253574639,197.37365693347883,172.04694874289964,0.923076923076923,0.097
1900000,5000,0.6,[1695.4541793],40.592026528636204,18.31172475318038,100,101147.0730520082,241144.66828556333,571884.8358018085,54027.31657801623,85111.2865083658,199.72683434430226,167.09173069327252,0.923076923076923,0.097
2100000,5000,0.6,[1508.89141992],34.241238088251365,15.858373103687313,100,106852.6043720607,231796.00305052378,571256.3682235121,47959.02145778439,75566.76655742856,201.29575812514997,163.96939238008906,0.923076923076923,0.097
2300000,5000,0.6,[1045.41651983],29.85685071574642,12.269938650306742,100,113241.65575782978,221774.3682740706,568149.4396777592,38600.12756800262,60706.69964091895,204.4989775051125,164.23083907746485,0.923076923076923,0.097
2500000,5000,0.6,[790.30519182],24.165343627013286,9.150400476408095,100,119422.87678522276,210379.2826983227,567423.352218288,30122.98745962111,47398.61461057348,208.37064110915574,161.25369302209518,0.923076923076923,0.097
2700000,5000,0.6,[619.34890691],18.74081903347518,7.053835106549559,100,126122.66644816076,202402.92865622859,564339.0809991617,23941.087471262555,37666.85868444332,209.33820921948296,157.70145094534388,0.923076923076923,0.097
