power,energy,effi,storage,charge,discharge,fuel_cost,Gasuse,solar,wind,discharge,charge
305000,30000,0.42,[105.28277186],19.520093557565406,3.9717081459177486,20,178901.39875671364,209295.84539378312,504475.6028013879,11720.177885355753,27825.164340495587
301000,30000,0.42,[105.40817168],19.545198839311357,3.9777274587123848,20,178897.64776863443,209329.37856407798,504465.3267307898,11733.981140327593,27857.80751975325
500000,40000,0.42,[20.2467286],4.140257666604551,0.8240857132498154,20,189672.28578995692,190439.65011933105,499601.80787408614,2617.606651955672,6204.72342662317
400000,40000,0.42,[36.44861518],7.453384764896516,1.5535049422054616,20,186976.3301441689,194417.74922396507,501260.00190760725,4692.9799763895535,11120.120027088176
350000,40000,0.42,[45.58175025],9.321021420976216,1.9427754370185895,20,185787.35323743866,196977.12268398888,501469.6591906611,5806.765897583547,13760.082989478778
310000,40000,0.42,[54.39304524],11.191264995390416,2.3183285340632773,20,184542.5229655117,198931.01102851072,502228.46370839776,6840.627360783207,16211.772561939266
305000,40000,0.42,[54.67887148],11.264594883139063,2.3305109577977707,20,184536.23848109506,198996.27482592524,502216.99841842684,6874.10069754934,16291.140174536562
301000,40000,0.42,[55.17368459],11.385683587095144,2.351600774207499,20,184468.7811906209,199114.5994844341,502249.3011265384,6932.64753656655,16430.022751396773
500000,50000,0.42,[0.],0.0,0.0,20,192553.75313012124,185760.22917076366,497686.0176991151,0.0,0.0
400000,50000,0.42,[4.82766987],1.1889677000497807,0.22874112937298435,20,191371.46188835136,186929.22638474003,498685.2285061071,696.8724127524398,1649.1334081119428
350000,50000,0.42,[15.21403172],3.7033439487609026,0.7208601446162545,20,190111.0509755227,189395.65939932,499532.0951671898,2147.476923960595,5082.556816673248
310000,50000,0.42,[20.08877126],4.842946940878258,0.9518314952043749,20,188862.83641941164,190649.05947121987,500470.0746087486,2813.64283891363,6659.701071527857
305000,50000,0.42,[21.86308892],5.282956722520295,1.0359009192070134,20,188762.6139752731,191147.54878309037,500410.0612438386,3052.550754797629,7225.31926185971
301000,50000,0.42,[22.5938141],5.452162540392893,1.0705236061581298,20,188717.24522110293,191355.83461422217,500385.08197110356,3149.989173875493,7455.987960698069
500000,5000,0.47,[1119.51452856],49.8655878232133,12.53578321580386,20,150322.26989081787,261595.3059502732,514299.7417919451,40508.62609031387,88911.42484888308
700000,5000,0.47,[727.49446152],38.18013050407343,8.77135338944936,20,160141.736265716,239478.97161562543,513985.79153663735,30455.53575413414,66700.79446867066
600000,5000,0.47,[1030.21144767],43.05663686329514,10.774737837772008,20,155074.5924933743,251287.82533108338,514891.1017056079,36295.08756847114,79917.63495656598
700000,5000,0.47,[727.49446152],38.18013050407343,8.77135338944936,20,160141.736265716,239478.97161562543,513985.79153663735,30455.53575413414,66700.79446867066
650000,5000,0.47,[822.1771658],40.0,9.495477671000558,20,158197.28355500218,243544.54102724744,514508.1022301342,32501.7969047679,71296.68924280867
610000,5000,0.47,[1016.74403861],42.295895312845815,10.633606707786893,20,155478.3118647873,250593.82997765264,514713.11156915553,35923.455076473394,79094.53431830749
620000,5000,0.47,[1004.56498328],41.646790790079606,10.481548148052417,20,156126.7858059135,249532.10345160958,514584.71393987,35489.21443045273,78138.16127528896
630000,5000,0.47,[991.11823975],40.76939515369929,10.336725991202826,20,156659.99761064738,248075.35504820637,514891.8965480478,34997.59980057038,77052.35202732244
640000,5000,0.47,[918.77624867],40.40763123592842,9.965635738831608,20,157393.49446824146,246079.88507927637,514692.9991910688,33908.98864587156,74553.86003676908
635000,5000,0.47,[960.34226344],40.42210317225185,10.177416429069709,20,156920.2893592559,246867.4726163785,515151.434205516,34477.348614589064,75868.2138998247
640000,5000,0.47,[918.77624867],40.40763123592842,9.965635738831608,20,157393.49446824146,246079.88507927637,514692.9991910688,33908.98864587156,74553.86003676908
636000,5000,0.47,[946.91389694],40.42404081569194,10.106145826326195,20,157095.4157553334,246644.96750806484,514948.30607911374,34291.69989026828,75440.78144812468
637000,5000,0.47,[944.43298119],40.43361354942557,10.091059004760298,20,157160.821721006,246679.13541131045,514809.5287853478,34263.89552030151,75375.11380920642
638000,5000,0.47,[944.06597235],40.39707825357374,10.086498287900957,20,157172.38708619648,246602.65553457217,514850.8495475268,34244.621941676836,75333.10382777288
639000,5000,0.47,[934.42720851],40.40311497938617,10.04351809436556,20,157231.38738429698,246395.65838972913,514827.6658819938,34120.108263893686,75043.32352151535
640000,5000,0.47,[918.77624867],40.40763123592842,9.965635738831608,20,157393.49446824146,246079.88507927637,514692.9991910688,33908.98864587156,74553.86003676908
500000,10000,0.47,[428.46760962],39.510400061616785,8.424823604874703,20,161952.9125745682,241206.94354676813,506584.0189017524,28150.626431978253,60656.61142596573
400000,10000,0.47,[492.42422639],45.45042022980506,9.886926812534188,20,156970.52439662017,249666.9352101817,507564.7948334602,31881.807630860465,68682.38082970004
350000,10000,0.47,[542.41813613],49.970374789160545,11.036813005047104,20,154232.49106162204,257699.00991412133,505810.0315327713,34866.200522147774,75075.57837004929
400000,10000,0.47,[492.42422639],45.45042022980506,9.886926812534188,20,156970.52439662017,249666.9352101817,507564.7948334602,31881.807630860465,68682.38082970004
360000,10000,0.47,[534.25945381],49.29610919755177,10.852539700889869,20,154643.8660282392,256422.82473932573,506113.86864592845,34393.02612027106,74062.11382308918
370000,10000,0.47,[523.01406104],47.708816323231105,10.597407128163788,20,155264.61837228917,254472.04873955896,506599.0694592148,33683.10294481142,72538.46272555688
380000,10000,0.47,[505.22303005],47.12785823634874,10.250293695172607,20,155789.88140005813,252712.60242036064,506917.091144158,32913.8046646031,70886.71203659617
390000,10000,0.47,[499.81897693],46.098714505115424,10.062386349679363,20,156616.93913049882,251224.66559431868,506949.6294373796,32381.939398949926,69749.71008992412
400000,10000,0.47,[492.42422639],45.45042022980506,9.886926812534188,20,156970.52439662017,249666.9352101817,507564.7948334602,31881.807630860465,68682.38082970004
395000,10000,0.47,[495.18814692],45.62607204116637,9.948542024013719,20,156865.85453766663,250175.54024680657,507358.0047917573,32049.087072803548,69039.51691605337
391000,10000,0.47,[499.42960637],46.02759836803155,10.04804232654093,20,156667.24915001646,251060.54887309443,507008.263913747,32334.7077308054,69649.35427431001
392000,10000,0.47,[498.50502274],45.85872885894982,10.01398158807882,20,156786.79399920205,250670.50362347724,507147.730324673,32222.520903607296,69410.99787394042
393000,10000,0.47,[497.49165141],45.6448306781104,9.987720314172066,20,156857.9198134653,250390.68732060434,507254.0357233329,32135.982183677697,69225.85254025861
500000,20000,0.47,[170.96031542],26.217929465062625,5.812683636496464,20,172884.67174319483,221655.6359945521,502704.1726240239,18136.430886042453,38593.29302285706
400000,20000,0.47,[212.7138807],32.356810294598574,7.232312894213397,20,168860.19723574372,229551.76166846653,503174.782811622,21838.17770827775,46476.42103562781
350000,20000,0.47,[227.05202621],34.58174510271389,7.790023455617685,20,166993.830444668,232778.66999586098,503441.28677151597,23229.019497169887,49433.95057503057
310000,20000,0.47,[239.19784393],36.9063191250951,8.332327948384332,20,165632.53217640208,235744.42393215644,503282.2616125928,24471.36878630694,52067.97477730908
305000,20000,0.47,[243.51637564],37.50017454572645,8.492482351110098,20,165013.23754727154,236650.4006881284,503455.9936892537,24863.44136989156,52903.41182865432
301000,20000,0.47,[244.91803311],37.713145212468476,8.535089571743786,20,164953.30813802994,236972.3435752576,503330.16419442656,24979.604420922908,53150.711922064256
500000,30000,0.47,[94.37453611],16.57815526593397,3.4867208639509832,20,180024.55020055472,206715.98622181203,502424.3768857252,11267.315863942074,23943.584588593312
400000,30000,0.47,[116.00232732],20.703211774612654,4.606067751948858,20,176407.90614585383,211812.76764556256,504060.66258602624,13954.62762763262,29631.244724973716
350000,30000,0.47,[132.56728128],23.421598483978457,5.268869925559656,20,174649.19752175928,215922.31129533975,503772.1382698717,15722.070627024914,33384.40335971578
310000,30000,0.47,[147.89739912],25.830260160103265,5.919723662501991,20,172585.26542583937,219508.35271449864,504153.7808074745,17354.658275701237,36850.016079043504
305000,30000,0.47,[149.64069313],26.333877118060833,6.0115783960343565,20,172642.75368880283,219862.04772637007,503961.07980904984,17543.654977175815,37249.345477370574
301000,30000,0.47,[149.93540805],26.395970089085054,6.017528426340667,20,172611.0267519478,219937.1611378201,503949.69356019836,17570.65174465829,37307.16253073208
500000,40000,0.47,[45.97571541],9.40158343703326,1.9925000853705463,20,185216.58500624797,197019.29647743521,501116.37149815087,6320.015243368834,13398.822860698834
400000,40000,0.47,[66.16489799],13.495371217477562,2.8674608696630433,20,182770.257698931,201558.97120894623,501949.006075471,8832.252727664467,18728.277956792437
350000,40000,0.47,[78.7138807],15.703621015481115,3.5065279237838305,20,180839.13528240603,204860.2427257231,502447.6706250084,10442.6224704924,22137.87768155737
310000,40000,0.47,[85.45639267],17.222896920180723,3.9734688638034856,20,179305.09447152205,206706.5045820128,503290.5970575142,11443.927843220637,24251.20147518432
305000,40000,0.47,[86.88220694],17.479118447788256,4.035087719298218,20,179235.85529164603,207069.67331249363,503186.09621559735,11606.671284449143,24596.330182102447
301000,40000,0.47,[88.33864398],17.768287751397583,4.11361883564274,20,179186.51253391834,207476.60594681845,503041.08628180635,11790.324724253374,24984.638897060624
500000,50000,0.47,[17.93310379],3.8250110060629403,0.8553338041315133,20,189612.78549786084,190030.20693734405,499451.13256044465,2666.606728131193,5645.51708930516
400000,50000,0.47,[33.07713212],7.088568118916819,1.5776404113656382,20,186864.59894429106,193891.62077531006,500841.88569150015,4822.863001997924,10212.549044837233
350000,50000,0.47,[41.78772172],9.128829443579122,1.9930989857519106,20,185607.94919251194,196471.1885486311,500940.3795021006,6046.538275233688,12804.734408107734
310000,50000,0.47,[49.55599794],10.86117565334824,2.363613166186147,20,184621.85076920365,198288.0355555596,501314.0712772078,7083.068210549994,15000.885296270593
305000,50000,0.47,[50.30265555],11.046322563234764,2.3992256009318282,20,184383.0944380408,198366.3376484971,501587.5389198593,7180.0525800752785,15206.683114742957
301000,50000,0.47,[50.57039251],11.151680181066011,2.411995530411133,20,184357.64209662,198452.49287768075,501572.3290245618,7219.153388440133,15289.5850395566
500000,5000,0.38,[2426.02955719],86.43649165371446,28.133518821401843,35,81135.72263448482,307311.82880036486,600115.4981496999,61747.19068929102,170824.03546836384
700000,5000,0.38,[2148.17769291],71.73931422912759,23.883196044029464,35,88645.95122905349,282997.47447424685,604092.3065135459,54679.962958208685,151327.38127155387
900000,5000,0.38,[1866.30459171],60.34891787592976,20.235915035240815,35,96125.67623934695,265604.56969315687,602497.0443769793,48431.0461109979,133925.16969207147
1100000,5000,0.38,[1433.53458648],52.07299049100254,15.841949737490381,35,103010.52214134877,249435.1694693573,597344.0141632184,40535.568892191855,112038.769172794
1300000,5000,0.38,[1250.33311888],44.00131366535766,13.800424628450086,35,107516.50488971753,240006.72842015902,594296.1575275108,36203.90040379876,99982.82541636236
1500000,5000,0.38,[1011.58749233],36.151471534995196,11.327930119174669,35,112602.34021920011,229168.8201999474,589975.8264027287,30728.569502804858,84746.04519818732
1700000,5000,0.38,[803.34519646],28.958063383536455,8.996149251082965,35,117339.10687981125,218672.91670114786,585715.7781230735,25204.212029630486,69513.3734589899
1600000,5000,0.38,[896.84475559],33.01467288987402,10.091785770129079,35,114570.12367264072,224175.873920157,587912.2829872479,27912.090654016876,76998.9638093813
1700000,5000,0.38,[803.34519646],28.958063383536455,8.996149251082965,35,117339.10687981125,218672.91670114786,585715.7781230735,25204.212029630486,69513.3734589899
1650000,5000,0.38,[853.30014378],31.12574798362556,9.568449666465085,35,115953.07253942684,221429.9379866086,586950.9947399275,26634.099550470644,73468.7427201047
1610000,5000,0.38,[886.54099885],32.69833989103469,9.966336655848878,35,115025.46671205365,223705.1341253787,587427.8215022733,27640.14023460872,76242.59132282814
1605000,5000,0.38,[887.90024027],32.77477446957795,9.979562293279677,35,115020.87806313753,223771.4083008741,587434.1238684861,27677.447804609106,76345.78087636482
1601000,5000,0.38,[896.74164126],33.009262212850516,10.090850284959002,35,114570.45973676324,224171.11240031035,587911.8353779869,27909.43619511907,76991.58683597595
1602000,5000,0.38,[894.56371581],32.900543177755196,10.060699214483797,35,114658.02366618496,223939.52595615858,587918.907443577,27833.172308369067,76782.63678680373
1603000,5000,0.38,[894.56371581],32.900543177755196,10.060699214483797,35,114658.02366618496,223939.52595615858,587918.907443577,27833.172308369067,76782.63678680373
1604000,5000,0.38,[888.17119869],32.780036783915875,9.982246855766427,35,115010.72821964092,223770.13393488637,587455.2583677911,27682.541478812444,76360.28876110828
500000,10000,0.38,[1281.26422692],77.1599302001118,22.662987598540283,35,92564.36803978935,288551.3562927544,585020.4080448948,51200.32036238742,138509.7236850294
700000,10000,0.38,[1017.53821642],63.666847325578885,18.340851673311438,35,99481.72541936568,266519.05894939054,586073.2691951252,43267.70436642586,116954.92277170118
900000,10000,0.38,[901.1912411],51.60399347716174,15.528823236460596,35,105222.70911347936,251394.13901432962,586151.1787898659,37934.338292182234,102608.31790566
1100000,10000,0.38,[783.57024931],41.446194579983825,12.77530005814698,35,110919.74040569535,237642.19757993627,584770.5380448364,32510.1853152509,88045.80811880449
1300000,10000,0.38,[604.95388305],35.1270366325291,9.91530891164728,35,115875.82444156983,226399.03558457567,580543.2409207777,26564.686644502937,71915.13183959752
1200000,10000,0.38,[689.44919151],37.77549243210899,11.493576775239376,35,113807.47681153586,232370.6487482492,582156.222959768,29736.70218428972,80429.62968976585
1300000,10000,0.38,[604.95388305],35.1270366325291,9.91530891164728,35,115875.82444156983,226399.03558457567,580543.2409207777,26564.686644502937,71915.13183959752
1250000,10000,0.38,[669.30024329],36.12135065334812,10.809723440863948,35,114879.20237511996,229504.94598788585,581750.1223745771,28430.07087505016,76993.05478038042
1300000,10000,0.38,[604.95388305],35.1270366325291,9.91530891164728,35,115875.82444156983,226399.03558457567,580543.2409207777,26564.686644502937,71915.13183959752
1260000,10000,0.38,[663.80155788],35.41630676828379,10.701171910559909,35,115119.86161910425,228528.6640134586,581951.1638654154,28124.096202953624,76169.30998691311
1270000,10000,0.38,[645.41868371],35.367748196090815,10.447761194029852,35,115158.93194336405,227548.86920639258,581965.4612419234,27596.351140174418,74744.22126121724
1280000,10000,0.38,[625.05419405],35.41470934059444,10.197973569768934,35,115525.23573145579,227214.39962779687,581098.7489139815,27136.865184994716,73475.74446906422
1290000,10000,0.38,[606.39301838],35.2918645676115,9.94324744313966,35,115826.40220096083,226619.78518421573,580504.3564318749,26640.705271679068,72119.424106956
1285000,10000,0.38,[610.47641412],35.46552949538027,10.039545860441375,35,115726.67173968062,227090.4229090431,580474.6469942873,26840.7450226615,72649.83693235912
1290000,10000,0.38,[606.39301838],35.2918645676115,9.94324744313966,35,115826.40220096083,226619.78518421573,580504.3564318749,26640.705271679068,72119.424106956
1286000,10000,0.38,[610.89620566],35.469788602883305,10.015751682592736,35,115745.13395347942,227049.4687947528,580455.6748866565,26811.787518387522,72580.82385021058
1287000,10000,0.38,[608.28016449],35.49644834898399,9.98088470060565,35,115748.74374514852,226933.63618110964,580445.3065989953,26742.482794359446,72392.76593322062
500000,20000,0.38,[508.63633788],60.511373990049165,16.563303323637143,35,105133.61974902256,258800.22214398568,574432.5847949891,36520.54388771103,96909.23116419424
700000,20000,0.38,[407.21693333],48.40283502870855,13.070647190527598,35,111700.14861653878,241328.10466137814,574419.880102669,30144.59163431676,79960.8705146047
900000,20000,0.38,[357.94675965],39.94681468847257,10.929229667772207,35,116282.5755873133,230425.76889344677,573873.8287834909,26093.291564319752,69261.95553199941
1100000,20000,0.38,[303.98576403],31.07455631597263,8.521699240091435,35,120613.40684572875,218225.50879043873,573597.0124142066,21261.846170162662,56543.81873612601
1000000,20000,0.38,[330.14509459],35.50980460694187,9.808102345415776,35,118452.485034323,224421.20503505395,573815.9364024687,23794.853215877978,63194.79009396922
950000,20000,0.38,[345.30237908],37.83166223601247,10.502716128907087,35,117327.6122118267,227876.9840629996,573765.8076750771,25149.922033208524,66757.91946344977
1000000,20000,0.38,[330.14509459],35.50980460694187,9.808102345415776,35,118452.485034323,224421.20503505395,573815.9364024687,23794.853215877978,63194.79009396922
960000,20000,0.38,[340.05902428],37.1669314418331,10.322881118589095,35,117825.08022392864,226865.77826475812,573634.4408377962,24772.529179957975,65755.87193631212
970000,20000,0.38,[339.69249987],37.08295059346018,10.311771299279107,35,117829.12006930688,226801.77214701805,573647.9768118529,24745.26406101333,65683.65042740722
980000,20000,0.38,[335.84656964],36.70601935848646,10.140280110153768,35,117878.50417284878,225955.30648861284,573898.2742897241,24418.05985052091,64827.141905672506
990000,20000,0.38,[334.83764604],36.196954905927846,9.979205703539112,35,118116.92390431275,224998.02962178225,574131.1400223728,24121.235942208095,64059.98290086237
985000,20000,0.38,[335.03776004],36.26254928519374,9.996719698212242,35,118071.76348468632,225076.47312537755,574149.6264049369,24152.346733453738,64141.20555348543
981000,20000,0.38,[334.90352301],36.55893985178203,10.063665503366753,35,118040.68381204532,225637.17352756375,573845.4488590243,24292.08797084779,64499.08628609147
982000,20000,0.38,[335.3842728],36.33900390336456,10.013350417596888,35,118034.00794342987,225143.25910239862,574174.2685895978,24184.099951690936,64224.922875374985
983000,20000,0.38,[335.2299499],36.30091874211587,10.004455133745532,35,118055.19761989872,225106.0368244833,574162.5087607364,24167.566644047067,64181.48365218232
984000,20000,0.38,[335.22573202],36.29740251892648,10.003298879661715,35,118058.46528527643,225100.42215967362,574161.7057088378,24165.644932863623,64176.51332491847
985000,20000,0.38,[335.03776004],36.26254928519374,9.996719698212242,35,118071.76348468632,225076.47312537755,574149.6264049369,24152.346733453738,64141.20555348543
500000,30000,0.38,[332.41025164],48.920730564654846,13.25699810886301,35,111890.32260833906,240451.57693931813,572796.8085928548,28982.86500878523,76559.14168631134
700000,30000,0.38,[274.78980678],39.73983071535315,10.87420042643923,35,117100.22299894366,227710.07303095763,572511.931213188,24384.922309175516,64393.00656121932
