power,energy,effi,storage,charge,discharge,fuel_cost,Gasuse,solar,wind,discharge,charge,Wind,Solar,chargeeffi,dischargeeffi
500000,20000,0.6,[960.56604181],83.43764463722405,44.865513720073466,100,67029.90008978793,339607.5340207575,532706.2621890046,93072.8213524446,121159.71358758671,180.17805973832202,229.31753057604587,0.7745966692414833,0.7745966692414834
700000,20000,0.6,[826.00948072],61.062763749430964,36.36363636363637,100,75970.73187506857,290364.4717365913,560763.0998348418,74970.88181517954,97652.77099768571,193.42359767891682,205.16260493569672,0.7745966692414833,0.7745966692414834
900000,20000,0.6,[724.50422803],47.27780080943512,29.346572801978404,100,85186.81942910279,263333.17919004755,570597.091236544,63204.91334194015,82356.66954396993,199.58595253678408,191.26987118108457,0.7745966692414833,0.7745966692414834
1100000,20000,0.6,[612.55920467],36.540748203321385,23.90340799889914,100,94068.02603249406,242329.31603740552,575742.8578341135,52979.14010491969,69031.54393591869,204.4023176696428,180.15690272365555,0.7745966692414833,0.7745966692414834
1300000,20000,0.6,[495.28808283],28.363786232218263,18.89226250459842,100,103563.16377499352,226231.07520327537,575843.3225989757,43471.48584771444,56630.024626790866,207.43666878619328,171.21756788701683,0.7745966692414833,0.7745966692414834
1500000,20000,0.6,[424.57047177],21.746259923339366,15.09572718763113,100,110209.14240107324,214747.45470014442,575563.0666235161,35943.4601777205,46834.53438677627,210.26987896949805,166.44755504705438,0.7745966692414833,0.7745966692414834
1700000,20000,0.6,[344.39067478],16.230400286794122,11.60539941625895,100,117008.68187715122,205173.4991118713,573288.5506594516,28533.15154133219,37183.64802948125,212.4870206339929,162.86644951140065,0.7745966692414833,0.7745966692414834
1900000,20000,0.6,[224.27252057],10.622476314212145,7.648949619388547,100,125236.71708832447,194707.59339792456,569259.359484978,19363.46476164661,25226.394090822465,215.270513707719,159.28343087765683,0.7745966692414833,0.7745966692414834
2100000,20000,0.6,[111.42439624],5.206227939607857,3.816470048811823,100,133867.65882533745,186243.64420436195,562687.7826020923,9979.650712973795,12996.753286736373,216.62957196213554,158.44311436687929,0.7745966692414833,0.7745966692414834
2300000,20000,0.6,[20.40496996],0.9788688166705839,0.6953036235319404,100,140232.87781690864,178718.89844914095,558341.1574510314,1897.8035821387598,2471.5344844001784,219.18135011007612,157.7794825260478,0.7745966692414833,0.7745966692414834
2200000,20000,0.6,[63.9829714],2.908054598528365,2.183406113537117,100,136811.0397962957,182176.48200648263,560937.1168226628,5762.090056723148,7503.3077730503755,218.34061135371178,158.30657983780551,0.7745966692414833,0.7745966692414834
2150000,20000,0.6,[85.01828011],3.9326083418883115,2.905045274585188,100,135719.374927319,183966.22367032018,561525.5157876755,7650.008551947679,9962.182989908633,217.39130434782606,158.135105415985,0.7745966692414833,0.7745966692414834
2110000,20000,0.6,[107.46317897],4.9969021311200805,3.680527797071651,100,133966.25266067544,185846.95801425423,562740.1532223749,9618.94232649935,12527.014534911837,216.93574820479355,158.5055847777259,0.7745966692414833,0.7745966692414834
2120000,20000,0.6,[102.84631432],4.772234273318858,3.518409745266163,100,134415.39063403697,185500.06690215392,562360.1259771648,9211.629893274567,11996.34392060785,216.91973969631235,158.4269700561792,0.7745966692414833,0.7745966692414834
2130000,20000,0.6,[97.01564333],4.500034370606542,3.3211740230355216,100,134728.02690277176,184888.20775322086,562313.6680090595,8704.384206918141,11335.669867752582,217.25578871227972,158.2480436299321,0.7745966692414833,0.7745966692414834
2125000,20000,0.6,[99.57933244],4.623636225414519,3.407638754544678,100,134640.8846817032,185161.42455506936,562281.6517970298,8930.514724948527,11630.162913135508,217.0614859448434,158.2808414907935,0.7745966692414833,0.7745966692414834
2130000,20000,0.6,[97.01564333],4.500034370606542,3.3211740230355216,100,134728.02690277176,184888.20775322086,562313.6680090595,8704.384206918141,11335.669867752582,217.25578871227972,158.2480436299321,0.7745966692414833,0.7745966692414834
2126000,20000,0.6,[98.86059592],4.5870199535772525,3.3831460543481886,100,134657.15889644797,185092.9059892573,562289.7214463853,8865.662792163736,11545.711245195687,217.11652572056587,158.29611237794242,0.7745966692414833,0.7745966692414834
2127000,20000,0.6,[97.8928658],4.547743617110772,3.351454985028425,100,134718.1127589753,184962.30970674573,562305.009148915,8785.919768312753,11441.839581427683,217.1877416066777,158.19847845424673,0.7745966692414833,0.7745966692414834
2128000,20000,0.6,[97.01564333],4.500034370606542,3.3211740230355216,100,134728.02690277176,184888.20775322086,562313.6680090595,8704.384206918141,11335.669867752582,217.25578871227972,158.2480436299321,0.7745966692414833,0.7745966692414834
500000,30000,0.6,[624.0705957],74.77692230475743,40.021360112414506,100,76654.402719736,315375.29702759243,538378.7919724114,80333.61532828477,104370.78732597931,184.2868815886354,221.3327840135174,0.7745966692414833,0.7745966692414834
700000,30000,0.6,[528.03957423],55.49512287642714,32.07612744357247,100,85661.82623550203,275382.65422512277,558769.883429543,64640.83969783779,84009.03946117603,195.27570927447152,199.9925138463187,0.7745966692414833,0.7745966692414834
900000,30000,0.6,[459.02936524],39.83501830178997,25.313570366938457,100,95495.85238911244,247276.18284823603,568893.7339620115,52575.54851081872,68351.43078778406,202.02020202020202,184.0841526487828,0.7745966692414833,0.7745966692414834
1100000,30000,0.6,[375.81153923],30.96291981467052,20.20665666846112,100,104602.48488709689,230984.9046116046,569919.380125017,43514.165774020206,56561.77334398601,204.83608507914164,175.07949163859067,0.7745966692414833,0.7745966692414834
1300000,30000,0.6,[283.16895741],22.92147234664543,15.175806288214076,100,112010.58495835995,215470.1574733088,571475.0142151732,33864.55846667783,44012.826832183964,209.76360468710826,168.63973689890614,0.7745966692414833,0.7745966692414834
1500000,30000,0.6,[209.83572226],16.939141975817446,11.448258431355654,100,119290.23103263293,205410.61625804956,569039.8186539199,26189.941079617667,34028.50187871729,211.8462716953214,164.56984383111137,0.7745966692414833,0.7745966692414834
1700000,30000,0.6,[149.35320643],11.235142600013765,7.650737647757684,100,126389.29940637118,195855.47075260777,566151.8946581744,18293.594283588423,23772.572477592723,214.25131160221224,161.26740467572498,0.7745966692414833,0.7745966692414834
1900000,30000,0.6,[73.99533837],5.359707491665432,3.741116257884707,100,134898.9407230766,186570.04170435175,560814.2868647502,9276.657145889812,12052.667192570292,215.90103994193737,159.0910400009441,0.7745966692414833,0.7745966692414834
2100000,30000,0.6,[9.9335839],0.682586187536714,0.47917431537010374,100,141009.8445067742,178358.68186783607,557469.1423302079,1236.335733724901,1606.5169300875064,218.9727414277124,157.89305833497286,0.7745966692414833,0.7745966692414834
2000000,30000,0.6,[40.29685531],2.9166630875769233,2.098343800165111,100,137547.21339365194,182087.6146812705,559888.3217819172,5204.342984266794,6760.28688554996,218.04377772791733,158.43835250790292,0.7745966692414833,0.7745966692414834
1950000,30000,0.6,[54.20678819],3.973108235764966,2.808480111035044,100,136358.3927177767,183664.5105962646,560686.9307223647,6956.206740048508,9036.47632867697,217.43069326390372,158.19957337477132,0.7745966692414833,0.7745966692414834
1910000,30000,0.6,[71.02245871],5.122954894022527,3.598520618041462,100,135120.87819550678,186104.92562504174,560809.4700656751,8910.886500227569,11577.24605329406,216.14681475775456,158.95998932857287,0.7745966692414833,0.7745966692414834
1920000,30000,0.6,[66.06221917],4.761904761904745,3.357899597678013,100,135562.5552042717,185393.64117776163,560676.800384387,8317.502515786031,10806.010278252772,216.45021645021643,158.73015873015873,0.7745966692414833,0.7745966692414834
1915000,30000,0.6,[68.50028362],4.928726609509765,3.472510362316423,100,135357.36184803688,185670.59286007582,560795.3834187044,8598.159548401914,11170.844064698409,216.347889916515,158.7424003169588,0.7745966692414833,0.7745966692414834
1911000,30000,0.6,[70.7308842],5.0995121461819775,3.583730443701804,100,135146.59802752722,186043.8857375154,560819.5546216741,8873.637624637282,11528.845864464198,216.17997658362822,158.92119969326959,0.7745966692414833,0.7745966692414834
1912000,30000,0.6,[69.19472197],4.9769155139086445,3.505131856188754,100,135295.92079291499,185738.50359846346,560843.036920787,8677.950832852908,11274.573766968158,216.33026107968874,158.73015873015873,0.7745966692414833,0.7745966692414834
500000,40000,0.6,[476.42718848],66.76586746772989,36.57296489022411,100,83551.89814762921,296272.32691950205,544110.2714961398,70928.19370832894,92070.6439814634,188.21078667589285,213.01098694170156,0.7745966692414833,0.7745966692414834
700000,40000,0.6,[390.3250343],48.787991886640306,28.293289837330576,100,92969.5251744214,261530.39083174142,559644.4581255044,56418.23458117585,73247.88174375395,197.60563416517022,194.58875425425154,0.7745966692414833,0.7745966692414834
900000,40000,0.6,[307.12226491],35.66932088212375,22.08588957055214,100,101960.25169317909,236646.57959732806,567671.970305743,44794.453098065685,58151.493035334664,204.4989775051125,180.91431170196057,0.7745966692414833,0.7745966692414834
1100000,40000,0.6,[250.93081279],26.31004258660978,16.41860218278795,100,110502.47725517931,220198.24013788067,569276.3603419861,35454.30654220692,46035.35230957078,208.43241350925697,172.00733153676555,0.7745966692414833,0.7745966692414834
1300000,40000,0.6,[177.6101787],19.09290388402926,12.262156448202958,100,118243.8053999983,207980.54832355567,567961.6321481618,26917.22796427689,34936.79920944623,211.41649048625794,166.59195911438022,0.7745966692414833,0.7745966692414834
1500000,40000,0.6,[131.09166507],13.104310324336709,8.719263672812982,100,125347.03570908964,198591.1160408784,565381.4117524581,19714.6983584083,25588.229208253357,213.21961620469085,162.53633978811362,0.7745966692414833,0.7745966692414834
1700000,40000,0.6,[68.83489855],6.539542374892569,4.437258960702408,100,134035.69255056983,188317.76642783417,560733.511855808,10492.0952095839,13616.686005900361,215.23139873715672,159.56252568032806,0.7745966692414833,0.7745966692414834
1900000,40000,0.6,[19.42023423],1.813002044115051,1.2518738342378848,100,139408.33672132436,180231.0604724026,558415.7913193635,3043.44554182191,3949.3849566162944,218.48283700453874,158.34059415881035,0.7745966692414833,0.7745966692414834
1800000,40000,0.6,[43.164259],3.917804436950886,2.7824693442900674,100,136578.8149095722,183675.87146437122,560195.1922156992,6588.971533238642,8550.65653743982,217.40126451244956,158.6531365449632,0.7745966692414833,0.7745966692414834
1750000,40000,0.6,[57.71009797],5.3834582261607,3.7201282308174535,100,135256.7859441139,186507.4360525395,560189.7005714427,8815.433017217123,11440.293643226829,215.8854088791182,159.40376120725583,0.7745966692414833,0.7745966692414834
1800000,40000,0.6,[43.164259],3.917804436950886,2.7824693442900674,100,136578.8149095722,183675.87146437122,560195.1922156992,6588.971533238642,8550.65653743982,217.40126451244956,158.6531365449632,0.7745966692414833,0.7745966692414834
1760000,40000,0.6,[56.03696552],5.213248436608225,3.6122741895244865,100,135454.0757641918,186149.0819885375,560177.8514104413,8559.514932292306,11108.122199522923,216.04363128666986,159.22696201972096,0.7745966692414833,0.7745966692414834
1755000,40000,0.6,[57.49789493],5.361553423762601,3.7064491250038425,100,135287.8560123785,186455.7945437538,560188.2335346465,8782.821816337844,11397.962184520498,215.90482258967748,159.3667348411531,0.7745966692414833,0.7745966692414834
1760000,40000,0.6,[56.03696552],5.213248436608225,3.6122741895244865,100,135454.0757641918,186149.0819885375,560177.8514104413,8559.514932292306,11108.122199522923,216.04363128666986,159.22696201972096,0.7745966692414833,0.7745966692414834
1756000,40000,0.6,[57.24561526],5.336827553136737,3.690186585892582,100,135323.93775407027,186396.96030904818,560185.1974757055,8744.659193961872,11348.425817889807,215.92718446818887,159.32491281147915,0.7745966692414833,0.7745966692414834
500000,50000,0.6,[367.04672049],60.94755203817844,33.20037611343982,100,88583.10664734454,280449.9433008807,549351.8309471919,62812.22406838365,81485.32711880689,192.44546156830296,207.48026325332677,0.7745966692414833,0.7745966692414834
700000,50000,0.6,[303.76677336],44.02082700847709,25.16150206283722,100,98626.89202862304,249947.6579539291,560981.083022884,49708.45253193433,64496.08332468517,200.2546881869778,189.11943532070558,0.7745966692414833,0.7745966692414834
900000,50000,0.6,[240.56861657],32.130958213013145,19.426386347549624,100,107278.97164777391,229109.4932962125,566199.0489092357,39390.72631965553,51106.52508032583,205.8114613909862,177.17408679376948,0.7745966692414833,0.7745966692414834
1100000,50000,0.6,[182.3308531],22.77006596950065,14.40934286621445,100,115533.29772043358,214165.03569875058,566733.9856934412,30278.838088768534,39280.693461580944,209.36703642365248,169.9065758951414,0.7745966692414833,0.7745966692414834
1300000,50000,0.6,[138.70146884],16.413672504809078,10.586193721786728,100,122283.27247347505,203640.2583786581,565639.1930371451,23062.90624741732,29919.284451237923,211.8810575313111,164.88335263572364,0.7745966692414833,0.7745966692414834
1500000,50000,0.6,[81.67032424],9.392916025687995,6.318909658393676,100,130550.7894035342,192505.70480651766,562438.8500218994,14079.129998608032,18260.70921811046,214.4959137758588,160.87193533189412,0.7745966692414833,0.7745966692414834
1700000,50000,0.6,[31.82307401],3.556660848541963,2.4560603455058776,100,137242.05689905118,182894.60966604817,559683.5960298979,5666.6541973827925,7348.534148748699,217.7320081573529,158.6612167065913,0.7745966692414833,0.7745966692414834
1600000,50000,0.6,[52.89605614],6.047516198704102,4.076414557670877,100,134749.09031141642,186990.4714274267,560540.3530248892,9313.718817536164,12078.776633422754,215.9827213822894,159.22272268251575,0.7745966692414833,0.7745966692414834
1700000,50000,0.6,[31.82307401],3.556660848541963,2.4560603455058776,100,137242.05689905118,182894.60966604817,559683.5960298979,5666.6541973827925,7348.534148748699,217.7320081573529,158.6612167065913,0.7745966692414833,0.7745966692414834
1650000,50000,0.6,[42.38069279],4.719622271967641,3.2165844894785494,100,136200.36353565607,185137.5929037541,559671.00797513,7428.439199526153,9633.971413467774,216.5177080772292,159.26542949911575,0.7745966692414833,0.7745966692414834
1610000,50000,0.6,[52.43925889],5.908245889332336,3.9971451309606967,100,135084.02786223532,187003.9063396213,560091.412296692,9163.99597107569,11884.901972002463,215.7035351791003,159.31403232771112,0.7745966692414833,0.7745966692414834
1620000,50000,0.6,[48.94639097],5.485149650208342,3.7489151314638334,100,135303.0041868307,186303.0388631578,560177.9840242116,8578.148551349172,11124.893402611673,216.1580935455089,159.34312635983133,0.7745966692414833,0.7745966692414834
1615000,50000,0.6,[50.4466926],5.66843302098172,3.8586486808952434,100,135204.5686951587,186628.24934669843,560124.011074446,8834.30599933054,11457.163994870545,215.946493106349,159.36435909531045,0.7745966692414833,0.7745966692414834
1620000,50000,0.6,[48.94639097],5.485149650208342,3.7489151314638334,100,135303.0041868307,186303.0388631578,560177.9840242116,8578.148551349172,11124.893402611673,216.1580935455089,159.34312635983133,0.7745966692414833,0.7745966692414834
1616000,50000,0.6,[50.02626689],5.623827253036282,3.8349842002266668,100,135209.8221956523,186567.11389123878,560138.3735421549,8772.899061318396,11377.437528679973,215.99964673422554,159.40358545049816,0.7745966692414833,0.7745966692414834
1617000,50000,0.6,[49.99188072],5.615788299055254,3.8309057853426443,100,135226.56607944085,186571.13633421902,560111.8607525702,8764.36429483692,11366.375336033612,215.98320715553223,159.41617671003573,0.7745966692414833,0.7745966692414834
1618000,50000,0.6,[49.99086464],5.615550755939509,3.8307852722284856,100,135227.06102718587,186571.2545950525,560111.0776166612,8764.111918365095,11366.048220914929,215.9827213822894,159.41654876926492,0.7745966692414833,0.7745966692414834
1619000,50000,0.6,[49.74239965],5.5825542896679705,3.8135615817401227,100,135254.871451857,186548.7255710581,560077.6922499142,8722.493025651447,11312.041126730966,215.9827213822894,159.45391035383838,0.7745966692414833,0.7745966692414834
500000,5000,0.6,[3068.96490786],93.70895738236422,58.54790162321886,100,47697.05849531762,365749.5420090274,542230.668112034,114138.85867254424,164458.43749117522,179.44631331939885,223.98028456868718,0.8485281374238569,0.7071067811865476
700000,5000,0.6,[2849.0492544],68.83088404160914,48.186708725735194,100,55918.687039366945,306524.6016885648,580507.9154535646,95401.54986935557,137760.88000040298,194.74575010866766,197.76065371856797,0.8485281374238569,0.7071067811865476
900000,5000,0.6,[2390.36248766],55.3235334523973,41.23505976095618,100,65914.41773219882,279895.5240502572,589132.081154922,84331.17232137997,121571.33751567852,199.20318725099602,185.46503640609973,0.8485281374238569,0.7071067811865476
1100000,5000,0.6,[2102.45358888],46.814651286215906,36.07109277784279,100,73185.21173773883,264712.23980632774,591393.6765850554,76399.1184345001,110045.82335867101,201.66847704150535,179.70196313803422,0.8485281374238569,0.7071067811865476
1300000,5000,0.6,[1763.45402206],38.304694836827764,30.0268532056999,100,82322.95370350589,246615.8771214379,593338.2012965584,66474.35150245801,95672.72153840172,205.19984397155451,171.7351913718983,0.8485281374238569,0.7071067811865476
1500000,5000,0.6,[1499.24138727],31.868549858511766,25.50486497338602,100,89959.13023289478,234292.69129324786,592342.0421800741,58422.065468303066,84017.80195774786,207.50733990700274,166.73929212530737,0.8485281374238569,0.7071067811865476
1700000,5000,0.6,[1259.70665399],26.394205892399,21.28268556690401,100,97572.72157106356,225381.5883202463,588228.0673765338,50712.14229067401,72883.91669590597,208.57129685214358,164.33738423115204,0.8485281374238569,0.7071067811865476
1900000,5000,0.6,[1086.95837656],22.11121371361477,17.68489367161129,100,104692.60379989365,217346.77242933854,584395.121749532,43874.861256713346,63053.58218523995,209.45319676434784,161.42390198392067,0.8485281374238569,0.7071067811865476
2100000,5000,0.6,[979.00728517],17.657812320832704,13.800348035823676,100,110884.4920966081,208709.50419874673,581634.477045722,36165.57213434168,52094.575056172514,211.99605823573458,159.7943529728379,0.8485281374238569,0.7071067811865476
2300000,5000,0.6,[751.28269233],13.035701189359461,9.91462144301525,100,118505.4032943945,199632.9466333328,576932.8434709306,27271.263456467426,39322.878598924915,214.48899656424942,157.80261890084083,0.8485281374238569,0.7071067811865476
2500000,5000,0.6,[508.83375662],8.481616329572082,6.259197091595155,100,126595.0962278092,191309.69414788132,570788.7038765034,18100.666113485244,26129.711538621268,216.49146168222828,156.5052858411109,0.8485281374238569,0.7071067811865476
