power,energy,effi,storage,charge,discharge,profit,Revenew
300000,2000,0.5,[64.97006021],2.617142007133459,1.4285714285714286,[2003.89224831],49688.39779810009
320000,2000,0.5,[0.],0.0,0.0,[0.],0.0
310000,2000,0.5,[62.04096025],2.456939643239076,1.4285714285714286,[782.82086239],47902.4075520716
320000,2000,0.5,[0.],0.0,0.0,[0.],0.0
315000,2000,0.5,[61.43175608],2.399382830842068,1.4285714285714286,[187.94834289],47321.326573874365
320000,2000,0.5,[0.],0.0,0.0,[0.],0.0
316000,2000,0.5,[61.15229247],2.380430789753793,1.4285714285714286,[70.00227046],47115.75742299939
317000,2000,0.5,[0.],0.0,0.0,[0.],0.0
316500,2000,0.5,[61.00741139],2.3710971302875175,1.4285714285714286,[11.22186555],47013.16358532693
317000,2000,0.5,[0.],0.0,0.0,[0.],0.0
316600,2000,0.5,[60.84796559],2.3664699026345892,1.4285714285714286,[-0.51073688],46948.14707465484
40000,5000,0.5,[106.85561937],24.995383055940387,1.4285714285714286,[49988.78855265],122037.0690169916
60000,5000,0.5,[89.99192725],16.133931553853845,1.4285714285714286,[38099.69566407],103575.55011483944
80000,5000,0.5,[73.72275773],11.513932965225656,1.4285714285714286,[29748.19014855],88484.66764948255
100000,5000,0.5,[62.61580936],8.568291073960332,1.4285714285714286,[23330.78747529],76941.74444887778
120000,5000,0.5,[54.88441104],6.8724852809488235,1.4285714285714286,[18150.55916483],68859.3486776936
140000,5000,0.5,[48.18169693],5.357667251950094,1.4285714285714286,[13807.71056378],60888.01415504246
160000,5000,0.5,[42.45176946],4.429325334320599,1.4285714285714286,[10138.82290347],54875.073670252255
180000,5000,0.5,[37.77051926],3.7249789278971126,1.4285714285714286,[6865.73178846],49765.99491311414
200000,5000,0.5,[33.99207096],3.0487001829446645,1.4285714285714286,[3981.28163696],44803.66205054868
220000,5000,0.5,[30.32769194],2.601049187445992,1.4285714285714286,[1378.01653683],40792.57281832722
240000,5000,0.5,[0.],0.0,0.0,[0.],0.0
230000,5000,0.5,[29.01163526],2.4083644091420813,1.4285714285714286,[168.66900062],39099.29610755
240000,5000,0.5,[0.],0.0,0.0,[0.],0.0
235000,5000,0.5,[0.],0.0,0.0,[0.],0.0
231000,5000,0.5,[28.89680949],2.398832292281178,1.4285714285714286,[50.44021791],38994.12554918912
232000,5000,0.5,[0.],0.0,0.0,[0.],0.0
231500,5000,0.5,[0.],0.0,0.0,[0.],0.0
231100,5000,0.5,[28.8949941],2.3986815896756055,1.4285714285714286,[38.622222],38992.45936832695
231200,5000,0.5,[28.8949941],2.3986815896756055,1.4285714285714286,[26.80434278],38992.45936832695
231300,5000,0.5,[28.8949941],2.3986815896756055,1.4285714285714286,[14.98646356],38992.45936832695
231400,5000,0.5,[28.75223285],2.386830444351341,1.4285714285714286,[3.18599925],38861.33142181735
231500,5000,0.5,[0.],0.0,0.0,[0.],0.0
40000,10000,0.5,[39.31719907],12.49303195576882,1.4285714285714286,[23408.97120075],70660.3071306401
60000,10000,0.5,[30.02251527],8.268928225389933,1.4285714285714286,[16958.58581301],57699.06827147113
80000,10000,0.5,[25.77875614],6.030098258591221,1.4285714285714286,[12193.32177776],50221.02672256122
100000,10000,0.5,[23.07567552],4.628998979194621,1.4285714285714286,[8349.20914796],44750.53846978418
120000,10000,0.5,[20.62583285],3.6229762314463594,1.4285714285714286,[5092.81131582],39840.02764708077
140000,10000,0.5,[18.74099315],3.0080017019362337,1.4285714285714286,[2210.75414476],36148.60226022334
160000,10000,0.5,[0.],0.0,0.0,[0.],0.0
150000,10000,0.5,[17.3066758],2.7065322093949784,1.4285714285714286,[911.35361155],33824.70088763851
160000,10000,0.5,[0.],0.0,0.0,[0.],0.0
155000,10000,0.5,[17.21652495],2.5846070733943005,1.4285714285714286,[282.99977068],33248.56166909482
160000,10000,0.5,[0.],0.0,0.0,[0.],0.0
156000,10000,0.5,[16.96655013],2.538664675942013,1.4285714285714286,[160.59261482],32855.47068245103
157000,10000,0.5,[17.02808459],2.5088065209880046,1.4285714285714286,[39.06970907],32779.624463608765
158000,10000,0.5,[0.],0.0,0.0,[0.],0.0
157500,10000,0.5,[0.],0.0,0.0,[0.],0.0
157100,10000,0.5,[16.97805259],2.501285055004185,1.4285714285714286,[26.97184659],32707.598864671563
157200,10000,0.5,[16.97805259],2.501285055004185,1.4285714285714286,[14.87851428],32707.598864671563
157300,10000,0.5,[16.97805259],2.501285055004185,1.4285714285714286,[2.78518198],32707.598864671563
157400,10000,0.5,[0.],0.0,0.0,[0.],0.0
40000,15000,0.5,[20.61818857],7.227199573506415,1.4285714285714286,[12376.79107064],47212.255386669836
60000,15000,0.5,[16.68425849],5.082387199601914,1.4285714285714286,[7887.57717225],39469.036112456204
80000,15000,0.5,[13.19943732],3.7032415306889113,1.4285714285714286,[4485.04605091],32696.59331644379
100000,15000,0.5,[11.54361245],2.7070458191367606,1.4285714285714286,[1642.38929785],28241.987778219293
120000,15000,0.5,[0.],0.0,0.0,[0.],0.0
110000,15000,0.5,[10.16138854],2.376925055295885,1.4285714285714286,[419.99604686],25638.460305274348
120000,15000,0.5,[0.],0.0,0.0,[0.],0.0
115000,15000,0.5,[0.],0.0,0.0,[0.],0.0
111000,15000,0.5,[10.11661391],2.3664514911605354,1.4285714285714286,[302.55648004],25553.28137364111
112000,15000,0.5,[10.0920922],2.3607154378422615,1.4285714285714286,[185.33653972],25506.48608925008
113000,15000,0.5,[10.07181471],2.3559721829888174,1.4285714285714286,[68.24751776],25467.655937565338
114000,15000,0.5,[0.],0.0,0.0,[0.],0.0
113500,15000,0.5,[10.0602307],2.3532624816379615,1.4285714285714286,[9.75219206],25445.417372275275
114000,15000,0.5,[0.],0.0,0.0,[0.],0.0
113600,15000,0.5,[10.05017047],2.3509092191563234,1.4285714285714286,[-1.93664584],25426.086855288446
40000,20000,0.5,[10.42568498],4.654468291531569,1.4285714285714286,[6105.33098836],30058.239400729344
60000,20000,0.5,[8.65329892],3.0332013912076965,1.4285714285714286,[3070.69470821],25130.260299534566
80000,20000,0.5,[7.16433581],2.511281947329974,1.4285714285714286,[547.77572901],21790.873131978944
100000,20000,0.5,[0.],0.0,0.0,[0.],0.0
90000,20000,0.5,[0.],0.0,0.0,[0.],0.0
85000,20000,0.5,[0.],0.0,0.0,[0.],0.0
81000,20000,0.5,[7.0614931],2.3834822904456354,1.4285714285714286,[427.1585203],21347.795598689354
82000,20000,0.5,[6.11045344],2.1152661924190244,1.4285714285714286,[311.15649778],19226.295417603927
83000,20000,0.5,[5.87808779],2.0429878148156804,1.4285714285714286,[202.01826985],18692.1628417569
84000,20000,0.5,[5.85347442],2.034227001448459,1.4285714285714286,[93.4821091],18632.82985708461
85000,20000,0.5,[0.],0.0,0.0,[0.],0.0
84500,20000,0.5,[5.84161466],2.029548577176877,1.4285714285714286,[39.31638958],18603.13359749692
85000,20000,0.5,[0.],0.0,0.0,[0.],0.0
84600,20000,0.5,[5.83716994],2.028645966485503,1.4285714285714286,[28.49353802],18593.92394998928
84700,20000,0.5,[5.83716994],2.028143470215367,1.4285714285714286,[17.66981598],18592.782075647752
84800,20000,0.5,[5.83716994],2.028143470215367,1.4285714285714286,[6.8466972],18592.782075647752
84900,20000,0.5,[0.],0.0,0.0,[0.],0.0
40000,25000,0.5,[5.89221613],2.754287669448171,1.4285714285714286,[2803.41437613],19783.248062552586
60000,25000,0.5,[5.66465789],2.007930521041175,1.4285714285714286,[365.50606988],18239.1788351996
80000,25000,0.5,[0.],0.0,0.0,[0.],0.0
70000,25000,0.5,[0.],0.0,0.0,[0.],0.0
65000,25000,0.5,[0.],0.0,0.0,[0.],0.0
61000,25000,0.5,[5.66465789],2.007930521041175,1.4285714285714286,[257.81752638],18239.1788351996
62000,25000,0.5,[5.66465789],2.007930521041175,1.4285714285714286,[150.12898287],18239.1788351996
63000,25000,0.5,[5.64374447],2.002002002002002,1.4285714285714286,[42.4733523],18187.05128954199
64000,25000,0.5,[0.],0.0,0.0,[0.],0.0
63500,25000,0.5,[0.],0.0,0.0,[0.],0.0
63100,25000,0.5,[5.63810072],2.0,1.4285714285714286,[31.72611593],18172.295361273427
63200,25000,0.5,[5.63810072],2.0,1.4285714285714286,[20.97855215],18172.295361273427
63300,25000,0.5,[5.63810072],2.0,1.4285714285714286,[10.23098837],18172.295361273427
63400,25000,0.5,[5.63810072],2.0,1.4285714285714286,[-0.51657541],18172.29536127342
40000,30000,0.5,[4.29859862],2.291731751782683,1.4285714285714286,[788.66815724],15793.229326157527
60000,30000,0.5,[0.],0.0,0.0,[0.],0.0
50000,30000,0.5,[0.],0.0,0.0,[0.],0.0
45000,30000,0.5,[4.29859862],2.0080200400701127,1.4285714285714286,[242.81163205],15481.162324476785
50000,30000,0.5,[0.],0.0,0.0,[0.],0.0
46000,30000,0.5,[4.29859862],2.0080200400701127,1.4285714285714286,[135.12068529],15481.162324476785
47000,30000,0.5,[4.29430002],2.006012020030042,1.4285714285714286,[27.45025119],15468.256900538894
48000,30000,0.5,[0.],0.0,0.0,[0.],0.0
47500,30000,0.5,[0.],0.0,0.0,[0.],0.0
47100,30000,0.5,[4.29430002],2.006012020030042,1.4285714285714286,[16.68654732],15468.256900538894
47200,30000,0.5,[4.29430002],2.006012020030042,1.4285714285714286,[5.92284345],15468.256900538894
47300,30000,0.5,[0.],0.0,0.0,[0.],0.0
40000,2000,0.55,[271.6559632],42.311481717152255,1.4285714285714286,[94809.71113034],186180.97273221915
60000,2000,0.55,[236.23673396],25.075329689704922,1.4285714285714286,[76384.64068595],158077.45009011004
80000,2000,0.55,[200.23314749],18.7983137765414,1.4285714285714286,[63757.39111928],140705.4835273888
100000,2000,0.55,[178.57754961],15.009690325470935,1.4285714285714286,[53735.15946695],128190.86727541007
120000,2000,0.55,[158.5681382],12.276091753824332,1.4285714285714286,[45337.70246144],116896.7452211291
140000,2000,0.55,[136.35874098],9.92566268130165,1.4285714285714286,[38377.64006554],105190.09122754222
160000,2000,0.55,[120.15958],8.480035520170539,1.4285714285714286,[32355.47783894],96752.50813055842
180000,2000,0.55,[108.88776859],6.9145704709840174,1.4285714285714286,[27145.42930925],87789.70142557673
200000,2000,0.55,[102.9546048],5.707448526601036,1.4285714285714286,[22674.88816761],80669.80711242424
220000,2000,0.55,[95.20928143],4.916089561472566,1.4285714285714286,[18761.31721481],74974.11844055016
240000,2000,0.55,[90.17261923],4.183605346661512,1.4285714285714286,[15242.4522312],69639.23119624367
260000,2000,0.55,[83.35483627],3.6513951611549618,1.4285714285714286,[12066.88355938],64971.91437455345
280000,2000,0.55,[78.04318785],3.1632318300229083,1.4285714285714286,[9167.73885043],60583.35244534066
300000,2000,0.55,[73.81940152],2.8295802893561612,1.4285714285714286,[6485.47753186],57307.215431038225
320000,2000,0.55,[69.4545072],2.5097824425546844,1.4285714285714286,[3980.20853026],53946.04947727093
340000,2000,0.55,[66.34960335],2.319200994205395,1.4285714285714286,[1607.76695778],51756.827796300946
360000,2000,0.55,[0.],0.0,0.0,[0.],0.0
350000,2000,0.55,[64.97006021],2.222669125353015,1.4285714285714286,[459.87685505],50640.007444658855
360000,2000,0.55,[0.],0.0,0.0,[0.],0.0
355000,2000,0.55,[0.],0.0,0.0,[0.],0.0
351000,2000,0.55,[64.95839571],2.217419897335081,1.4285714285714286,[346.52027702],50588.760484912316
352000,2000,0.55,[64.73337168],2.204655707088081,1.4285714285714286,[233.30927073],50431.97368117359
353000,2000,0.55,[64.64666462],2.194227827828519,1.4285714285714286,[120.52916516],50319.366049479104
354000,2000,0.55,[64.55070804],2.185787926436936,1.4285714285714286,[7.98062071],50223.83228356664
355000,2000,0.55,[0.],0.0,0.0,[0.],0.0
354500,2000,0.55,[0.],0.0,0.0,[0.],0.0
354100,2000,0.55,[0.],0.0,0.0,[0.],0.0
40000,5000,0.55,[106.74271791],23.002855531853086,1.4285714285714286,[52691.33235321],122554.43576940708
60000,5000,0.55,[89.770853],15.239742334298738,1.4285714285714286,[41601.96450284],105548.39685463776
80000,5000,0.55,[75.94122193],11.035478070961961,1.4285714285714286,[33560.30977319],92163.09527189683
100000,5000,0.55,[65.3901685],8.365790400001524,1.4285714285714286,[27271.60589229],81456.80014493433
120000,5000,0.55,[57.79465422],6.749049456764586,1.4285714285714286,[22156.32866878],73640.09184469274
140000,5000,0.55,[52.38053278],5.58613259968513,1.4285714285714286,[17769.275336],67400.10953996803
160000,5000,0.55,[46.1021959],4.540645926748226,1.4285714285714286,[14004.42712121],60689.7202301795
180000,5000,0.55,[42.70346862],3.9090991206345045,1.4285714285714286,[10670.43639642],56448.07542459792
200000,5000,0.55,[38.4006663],3.323635769102454,1.4285714285714286,[7631.10248521],51706.05173758077
220000,5000,0.55,[35.29527693],2.828695378758722,1.4285714285714286,[4916.60543018],47677.285124915914
240000,5000,0.55,[32.69055894],2.4746554936285747,1.4285714285714286,[2408.44091246],44432.933599115466
260000,5000,0.55,[30.45972935],2.180890994634536,1.4285714285714286,[82.38902326],41561.88447001716
280000,5000,0.55,[0.],0.0,0.0,[0.],0.0
270000,5000,0.55,[0.],0.0,0.0,[0.],0.0
265000,5000,0.55,[0.],0.0,0.0,[0.],0.0
261000,5000,0.55,[0.],0.0,0.0,[0.],0.0
260500,5000,0.55,[30.17737689],2.156918885746575,1.4285714285714286,[26.42986492],41280.673953990074
261000,5000,0.55,[0.],0.0,0.0,[0.],0.0
260600,5000,0.55,[30.17737689],2.156868555530763,1.4285714285714286,[15.26111371],41280.32191837148
260700,5000,0.55,[30.15226273],2.1547268663555097,1.4285714285714286,[4.09805122],41255.21889256124
260800,5000,0.55,[0.],0.0,0.0,[0.],0.0
40000,10000,0.55,[40.67877911],11.804624571174552,1.4285714285714286,[26084.97745347],73694.31212651114
60000,10000,0.55,[31.90635209],8.137876380716028,1.4285714285714286,[19859.37611254],61906.87891272935
80000,10000,0.55,[27.24534748],5.793781288143411,1.4285714285714286,[15135.57454381],53837.61244028361
100000,10000,0.55,[24.50567695],4.616483090325915,1.4285714285714286,[11289.24817439],48809.363597506526
120000,10000,0.55,[22.87541131],3.74356206904011,1.4285714285714286,[7969.98066749],44918.52645028666
140000,10000,0.55,[20.25837858],3.234221027168985,1.4285714285714286,[5036.76306823],41047.66108401969
160000,10000,0.55,[18.7770769],2.6809610063657674,1.4285714285714286,[2373.73230207],37626.61854566257
180000,10000,0.55,[0.],0.0,0.0,[0.],0.0
170000,10000,0.55,[17.66597158],2.4468004445283262,1.4285714285714286,[1147.01316395],35693.38781491316
180000,10000,0.55,[0.],0.0,0.0,[0.],0.0
175000,10000,0.55,[17.32750416],2.3070356548248485,1.4285714285714286,[561.14633185],34775.48423414068
180000,10000,0.55,[0.],0.0,0.0,[0.],0.0
176000,10000,0.55,[17.30380576],2.2874803830033277,1.4285714285714286,[445.7922333],34664.35296785654
177000,10000,0.55,[17.28947313],2.2814984325265866,1.4285714285714286,[330.63661368],34624.41556338528
178000,10000,0.55,[17.28936912],2.2623911951936853,1.4285714285714286,[215.88114263],34533.30223986332
179000,10000,0.55,[17.28936912],2.2535447815027676,1.4285714285714286,[101.57037069],34490.999910661354
180000,10000,0.55,[0.],0.0,0.0,[0.],0.0
179500,10000,0.55,[17.28936912],2.246008763417298,1.4285714285714286,[44.45219853],34454.707438993515
180000,10000,0.55,[0.],0.0,0.0,[0.],0.0
179600,10000,0.55,[17.28936912],2.246008763417298,1.4285714285714286,[33.04419046],34454.707438993515
179700,10000,0.55,[17.28936912],2.242699520827455,1.4285714285714286,[21.63904043],34438.745540784876
179800,10000,0.55,[17.28936912],2.2423051899524484,1.4285714285714286,[10.2406879],34436.842885844315
179900,10000,0.55,[17.28936912],2.2332718138469057,1.4285714285714286,[-1.14902868],34393.223077753864
40000,15000,0.55,[21.64424266],6.897143301541416,1.4285714285714286,[14726.66507062],50447.98697440268
60000,15000,0.55,[17.35024641],5.507748746101384,1.4285714285714286,[10308.84982966],43380.51721571094
80000,15000,0.55,[15.75827229],4.019227001440256,1.4285714285714286,[6843.97685725],38827.27881442094
100000,15000,0.55,[12.99371262],3.0546569485683293,1.4285714285714286,[3887.37654451],33173.06016053186
120000,15000,0.55,[11.53490421],2.452921997843841,1.4285714285714286,[1373.74775142],29673.288477840328
140000,15000,0.55,[0.],0.0,0.0,[0.],0.0
130000,15000,0.55,[10.14838052],2.1580747751648772,1.4285714285714286,[212.00305702],27002.8437353739
140000,15000,0.55,[0.],0.0,0.0,[0.],0.0
135000,15000,0.55,[0.],0.0,0.0,[0.],0.0
131000,15000,0.55,[10.12080392],2.1180151052418568,1.4285714285714286,[100.59794073],26828.938660812193
132000,15000,0.55,[0.],0.0,0.0,[0.],0.0
