HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2015-12-31T23:00:00+00:00,2016-01-01T00:00:00,DK1,122.29,16.39
2015-12-31T22:00:00+00:00,2015-12-31T23:00:00,DK1,118.72,15.91
2015-12-31T21:00:00+00:00,2015-12-31T22:00:00,DK1,120.81,16.19
2015-12-31T20:00:00+00:00,2015-12-31T21:00:00,DK1,121.56,16.29
2015-12-31T19:00:00+00:00,2015-12-31T20:00:00,DK1,121.78,16.32
2015-12-31T18:00:00+00:00,2015-12-31T19:00:00,DK1,125.66,16.84
2015-12-31T17:00:00+00:00,2015-12-31T18:00:00,DK1,131.33,17.6
2015-12-31T16:00:00+00:00,2015-12-31T17:00:00,DK1,133.57,17.9
2015-12-31T15:00:00+00:00,2015-12-31T16:00:00,DK1,131.85,17.67
2015-12-31T14:00:00+00:00,2015-12-31T15:00:00,DK1,125.81,16.86
2015-12-31T13:00:00+00:00,2015-12-31T14:00:00,DK1,122.15,16.37
2015-12-31T12:00:00+00:00,2015-12-31T13:00:00,DK1,120.51,16.15
2015-12-31T11:00:00+00:00,2015-12-31T12:00:00,DK1,120.14,16.1
2015-12-31T10:00:00+00:00,2015-12-31T11:00:00,DK1,119.84,16.06
2015-12-31T09:00:00+00:00,2015-12-31T10:00:00,DK1,118.35,15.86
2015-12-31T08:00:00+00:00,2015-12-31T09:00:00,DK1,115.51,15.48
2015-12-31T07:00:00+00:00,2015-12-31T08:00:00,DK1,112.38,15.06
2015-12-31T06:00:00+00:00,2015-12-31T07:00:00,DK1,96.26,12.9
2015-12-31T05:00:00+00:00,2015-12-31T06:00:00,DK1,49.85,6.68
2015-12-31T04:00:00+00:00,2015-12-31T05:00:00,DK1,27.46,3.68
2015-12-31T03:00:00+00:00,2015-12-31T04:00:00,DK1,12.24,1.64
2015-12-31T02:00:00+00:00,2015-12-31T03:00:00,DK1,31.12,4.17
2015-12-31T01:00:00+00:00,2015-12-31T02:00:00,DK1,78.05,10.46
2015-12-31T00:00:00+00:00,2015-12-31T01:00:00,DK1,93.72,12.56
2015-12-30T23:00:00+00:00,2015-12-31T00:00:00,DK1,100.59,13.48
2015-12-30T22:00:00+00:00,2015-12-30T23:00:00,DK1,102.3,13.71
2015-12-30T21:00:00+00:00,2015-12-30T22:00:00,DK1,111.93,15
2015-12-30T20:00:00+00:00,2015-12-30T21:00:00,DK1,115.14,15.43
2015-12-30T19:00:00+00:00,2015-12-30T20:00:00,DK1,116.93,15.67
2015-12-30T18:00:00+00:00,2015-12-30T19:00:00,DK1,119.69,16.04
2015-12-30T17:00:00+00:00,2015-12-30T18:00:00,DK1,122.82,16.46
2015-12-30T16:00:00+00:00,2015-12-30T17:00:00,DK1,124.99,16.75
2015-12-30T15:00:00+00:00,2015-12-30T16:00:00,DK1,124.84,16.73
2015-12-30T14:00:00+00:00,2015-12-30T15:00:00,DK1,122.75,16.45
2015-12-30T13:00:00+00:00,2015-12-30T14:00:00,DK1,121.18,16.24
2015-12-30T12:00:00+00:00,2015-12-30T13:00:00,DK1,121.33,16.26
2015-12-30T11:00:00+00:00,2015-12-30T12:00:00,DK1,122,16.35
2015-12-30T10:00:00+00:00,2015-12-30T11:00:00,DK1,123.2,16.51
2015-12-30T09:00:00+00:00,2015-12-30T10:00:00,DK1,124.02,16.62
2015-12-30T08:00:00+00:00,2015-12-30T09:00:00,DK1,123.12,16.5
2015-12-30T07:00:00+00:00,2015-12-30T08:00:00,DK1,122.9,16.47
2015-12-30T06:00:00+00:00,2015-12-30T07:00:00,DK1,119.24,15.98
2015-12-30T05:00:00+00:00,2015-12-30T06:00:00,DK1,115.29,15.45
2015-12-30T04:00:00+00:00,2015-12-30T05:00:00,DK1,111.41,14.93
2015-12-30T03:00:00+00:00,2015-12-30T04:00:00,DK1,109.84,14.72
2015-12-30T02:00:00+00:00,2015-12-30T03:00:00,DK1,104.62,14.02
2015-12-30T01:00:00+00:00,2015-12-30T02:00:00,DK1,104.62,14.02
2015-12-30T00:00:00+00:00,2015-12-30T01:00:00,DK1,107.3,14.38
2015-12-29T23:00:00+00:00,2015-12-30T00:00:00,DK1,112.23,15.04
2015-12-29T22:00:00+00:00,2015-12-29T23:00:00,DK1,108.2,14.5
2015-12-29T21:00:00+00:00,2015-12-29T22:00:00,DK1,111.03,14.88
2015-12-29T20:00:00+00:00,2015-12-29T21:00:00,DK1,119.17,15.97
2015-12-29T19:00:00+00:00,2015-12-29T20:00:00,DK1,118.8,15.92
2015-12-29T18:00:00+00:00,2015-12-29T19:00:00,DK1,119.02,15.95
2015-12-29T17:00:00+00:00,2015-12-29T18:00:00,DK1,120.59,16.16
2015-12-29T16:00:00+00:00,2015-12-29T17:00:00,DK1,123.27,16.52
2015-12-29T15:00:00+00:00,2015-12-29T16:00:00,DK1,117.3,15.72
2015-12-29T14:00:00+00:00,2015-12-29T15:00:00,DK1,110.81,14.85
2015-12-29T13:00:00+00:00,2015-12-29T14:00:00,DK1,111.78,14.98
2015-12-29T12:00:00+00:00,2015-12-29T13:00:00,DK1,111.18,14.9
2015-12-29T11:00:00+00:00,2015-12-29T12:00:00,DK1,110.89,14.86
2015-12-29T10:00:00+00:00,2015-12-29T11:00:00,DK1,109.32,14.65
2015-12-29T09:00:00+00:00,2015-12-29T10:00:00,DK1,109.24,14.64
2015-12-29T08:00:00+00:00,2015-12-29T09:00:00,DK1,109.24,14.64
2015-12-29T07:00:00+00:00,2015-12-29T08:00:00,DK1,108.35,14.52
2015-12-29T06:00:00+00:00,2015-12-29T07:00:00,DK1,107.75,14.44
2015-12-29T05:00:00+00:00,2015-12-29T06:00:00,DK1,107.9,14.46
2015-12-29T04:00:00+00:00,2015-12-29T05:00:00,DK1,106.78,14.31
2015-12-29T03:00:00+00:00,2015-12-29T04:00:00,DK1,104.62,14.02
2015-12-29T02:00:00+00:00,2015-12-29T03:00:00,DK1,103.72,13.9
2015-12-29T01:00:00+00:00,2015-12-29T02:00:00,DK1,106.41,14.26
2015-12-29T00:00:00+00:00,2015-12-29T01:00:00,DK1,107.23,14.37
2015-12-28T23:00:00+00:00,2015-12-29T00:00:00,DK1,108.42,14.53
2015-12-28T22:00:00+00:00,2015-12-28T23:00:00,DK1,88.13,11.81
2015-12-28T21:00:00+00:00,2015-12-28T22:00:00,DK1,91.86,12.31
2015-12-28T20:00:00+00:00,2015-12-28T21:00:00,DK1,94.62,12.68
2015-12-28T19:00:00+00:00,2015-12-28T20:00:00,DK1,96.42,12.92
2015-12-28T18:00:00+00:00,2015-12-28T19:00:00,DK1,122.68,16.44
2015-12-28T17:00:00+00:00,2015-12-28T18:00:00,DK1,134.77,18.06
2015-12-28T16:00:00+00:00,2015-12-28T17:00:00,DK1,139.47,18.69
2015-12-28T15:00:00+00:00,2015-12-28T16:00:00,DK1,143.5,19.23
2015-12-28T14:00:00+00:00,2015-12-28T15:00:00,DK1,140.3,18.8
2015-12-28T13:00:00+00:00,2015-12-28T14:00:00,DK1,141.56,18.97
2015-12-28T12:00:00+00:00,2015-12-28T13:00:00,DK1,147.09,19.71
2015-12-28T11:00:00+00:00,2015-12-28T12:00:00,DK1,153.06,20.51
2015-12-28T10:00:00+00:00,2015-12-28T11:00:00,DK1,158.58,21.25
2015-12-28T09:00:00+00:00,2015-12-28T10:00:00,DK1,180.67,24.21
2015-12-28T08:00:00+00:00,2015-12-28T09:00:00,DK1,178.35,23.9
2015-12-28T07:00:00+00:00,2015-12-28T08:00:00,DK1,157.38,21.09
2015-12-28T06:00:00+00:00,2015-12-28T07:00:00,DK1,148.43,19.89
2015-12-28T05:00:00+00:00,2015-12-28T06:00:00,DK1,136.49,18.29
2015-12-28T04:00:00+00:00,2015-12-28T05:00:00,DK1,132.09,17.7
2015-12-28T03:00:00+00:00,2015-12-28T04:00:00,DK1,123.65,16.57
2015-12-28T02:00:00+00:00,2015-12-28T03:00:00,DK1,116.64,15.63
2015-12-28T01:00:00+00:00,2015-12-28T02:00:00,DK1,115.59,15.49
2015-12-28T00:00:00+00:00,2015-12-28T01:00:00,DK1,115,15.41
2015-12-27T23:00:00+00:00,2015-12-28T00:00:00,DK1,115.07,15.42
2015-12-27T22:00:00+00:00,2015-12-27T23:00:00,DK1,103.06,13.81
2015-12-27T21:00:00+00:00,2015-12-27T22:00:00,DK1,104.48,14
2015-12-27T20:00:00+00:00,2015-12-27T21:00:00,DK1,108.06,14.48
2015-12-27T19:00:00+00:00,2015-12-27T20:00:00,DK1,114.1,15.29
2015-12-27T18:00:00+00:00,2015-12-27T19:00:00,DK1,117.61,15.76
2015-12-27T17:00:00+00:00,2015-12-27T18:00:00,DK1,118.8,15.92
2015-12-27T16:00:00+00:00,2015-12-27T17:00:00,DK1,115.82,15.52
2015-12-27T15:00:00+00:00,2015-12-27T16:00:00,DK1,113.43,15.2
2015-12-27T14:00:00+00:00,2015-12-27T15:00:00,DK1,92.01,12.33
2015-12-27T13:00:00+00:00,2015-12-27T14:00:00,DK1,83.65,11.21
2015-12-27T12:00:00+00:00,2015-12-27T13:00:00,DK1,75.97,10.18
2015-12-27T11:00:00+00:00,2015-12-27T12:00:00,DK1,77.76,10.42
2015-12-27T10:00:00+00:00,2015-12-27T11:00:00,DK1,80.52,10.79
2015-12-27T09:00:00+00:00,2015-12-27T10:00:00,DK1,73.43,9.84
2015-12-27T08:00:00+00:00,2015-12-27T09:00:00,DK1,74.85,10.03
2015-12-27T07:00:00+00:00,2015-12-27T08:00:00,DK1,73.13,9.8
2015-12-27T06:00:00+00:00,2015-12-27T07:00:00,DK1,0.82,0.11
2015-12-27T05:00:00+00:00,2015-12-27T06:00:00,DK1,0.3,0.04
2015-12-27T04:00:00+00:00,2015-12-27T05:00:00,DK1,0.82,0.11
2015-12-27T03:00:00+00:00,2015-12-27T04:00:00,DK1,25.82,3.46
2015-12-27T02:00:00+00:00,2015-12-27T03:00:00,DK1,46.94,6.29
2015-12-27T01:00:00+00:00,2015-12-27T02:00:00,DK1,54.4,7.29
2015-12-27T00:00:00+00:00,2015-12-27T01:00:00,DK1,64.55,8.65
2015-12-26T23:00:00+00:00,2015-12-27T00:00:00,DK1,79.1,10.6
2015-12-26T22:00:00+00:00,2015-12-26T23:00:00,DK1,78.88,10.57
2015-12-26T21:00:00+00:00,2015-12-26T22:00:00,DK1,84.55,11.33
2015-12-26T20:00:00+00:00,2015-12-26T21:00:00,DK1,94.92,12.72
2015-12-26T19:00:00+00:00,2015-12-26T20:00:00,DK1,99.4,13.32
2015-12-26T18:00:00+00:00,2015-12-26T19:00:00,DK1,103.36,13.85
2015-12-26T17:00:00+00:00,2015-12-26T18:00:00,DK1,107.39,14.39
2015-12-26T16:00:00+00:00,2015-12-26T17:00:00,DK1,114.55,15.35
2015-12-26T15:00:00+00:00,2015-12-26T16:00:00,DK1,111.42,14.93
2015-12-26T14:00:00+00:00,2015-12-26T15:00:00,DK1,91.34,12.24
2015-12-26T13:00:00+00:00,2015-12-26T14:00:00,DK1,83.28,11.16
2015-12-26T12:00:00+00:00,2015-12-26T13:00:00,DK1,86.86,11.64
2015-12-26T11:00:00+00:00,2015-12-26T12:00:00,DK1,94.85,12.71
2015-12-26T10:00:00+00:00,2015-12-26T11:00:00,DK1,93.8,12.57
2015-12-26T09:00:00+00:00,2015-12-26T10:00:00,DK1,94.18,12.62
2015-12-26T08:00:00+00:00,2015-12-26T09:00:00,DK1,89.77,12.03
2015-12-26T07:00:00+00:00,2015-12-26T08:00:00,DK1,85.07,11.4
2015-12-26T06:00:00+00:00,2015-12-26T07:00:00,DK1,78.88,10.57
2015-12-26T05:00:00+00:00,2015-12-26T06:00:00,DK1,75.67,10.14
2015-12-26T04:00:00+00:00,2015-12-26T05:00:00,DK1,64.25,8.61
2015-12-26T03:00:00+00:00,2015-12-26T04:00:00,DK1,52.91,7.09
2015-12-26T02:00:00+00:00,2015-12-26T03:00:00,DK1,43.06,5.77
2015-12-26T01:00:00+00:00,2015-12-26T02:00:00,DK1,47.46,6.36
2015-12-26T00:00:00+00:00,2015-12-26T01:00:00,DK1,43.51,5.83
2015-12-25T23:00:00+00:00,2015-12-26T00:00:00,DK1,63.43,8.5
2015-12-25T22:00:00+00:00,2015-12-25T23:00:00,DK1,85.67,11.48
2015-12-25T21:00:00+00:00,2015-12-25T22:00:00,DK1,90.82,12.17
2015-12-25T20:00:00+00:00,2015-12-25T21:00:00,DK1,93.06,12.47
2015-12-25T19:00:00+00:00,2015-12-25T20:00:00,DK1,93.06,12.47
2015-12-25T18:00:00+00:00,2015-12-25T19:00:00,DK1,95.97,12.86
2015-12-25T17:00:00+00:00,2015-12-25T18:00:00,DK1,96.71,12.96
2015-12-25T16:00:00+00:00,2015-12-25T17:00:00,DK1,95.97,12.86
2015-12-25T15:00:00+00:00,2015-12-25T16:00:00,DK1,92.61,12.41
2015-12-25T14:00:00+00:00,2015-12-25T15:00:00,DK1,82.01,10.99
2015-12-25T13:00:00+00:00,2015-12-25T14:00:00,DK1,80,10.72
2015-12-25T12:00:00+00:00,2015-12-25T13:00:00,DK1,79.03,10.59
2015-12-25T11:00:00+00:00,2015-12-25T12:00:00,DK1,79.4,10.64
2015-12-25T10:00:00+00:00,2015-12-25T11:00:00,DK1,79.7,10.68
2015-12-25T09:00:00+00:00,2015-12-25T10:00:00,DK1,78.73,10.55
2015-12-25T08:00:00+00:00,2015-12-25T09:00:00,DK1,75.45,10.11
2015-12-25T07:00:00+00:00,2015-12-25T08:00:00,DK1,71.57,9.59
2015-12-25T06:00:00+00:00,2015-12-25T07:00:00,DK1,33.13,4.44
2015-12-25T05:00:00+00:00,2015-12-25T06:00:00,DK1,29.92,4.01
2015-12-25T04:00:00+00:00,2015-12-25T05:00:00,DK1,30.45,4.08
2015-12-25T03:00:00+00:00,2015-12-25T04:00:00,DK1,22.69,3.04
2015-12-25T02:00:00+00:00,2015-12-25T03:00:00,DK1,0.67,0.09
2015-12-25T01:00:00+00:00,2015-12-25T02:00:00,DK1,0.15,0.02
2015-12-25T00:00:00+00:00,2015-12-25T01:00:00,DK1,-7.16,-0.96
2015-12-24T23:00:00+00:00,2015-12-25T00:00:00,DK1,0.07,0.01
2015-12-24T22:00:00+00:00,2015-12-24T23:00:00,DK1,6.71,0.9
2015-12-24T21:00:00+00:00,2015-12-24T22:00:00,DK1,54.76,7.34
2015-12-24T20:00:00+00:00,2015-12-24T21:00:00,DK1,30.14,4.04
2015-12-24T19:00:00+00:00,2015-12-24T20:00:00,DK1,63.34,8.49
2015-12-24T18:00:00+00:00,2015-12-24T19:00:00,DK1,78.04,10.46
2015-12-24T17:00:00+00:00,2015-12-24T18:00:00,DK1,78.12,10.47
2015-12-24T16:00:00+00:00,2015-12-24T17:00:00,DK1,86.7,11.62
2015-12-24T15:00:00+00:00,2015-12-24T16:00:00,DK1,91.4,12.25
2015-12-24T14:00:00+00:00,2015-12-24T15:00:00,DK1,85.43,11.45
2015-12-24T13:00:00+00:00,2015-12-24T14:00:00,DK1,83.71,11.22
2015-12-24T12:00:00+00:00,2015-12-24T13:00:00,DK1,81.32,10.9
2015-12-24T11:00:00+00:00,2015-12-24T12:00:00,DK1,85.06,11.4
2015-12-24T10:00:00+00:00,2015-12-24T11:00:00,DK1,90.73,12.16
2015-12-24T09:00:00+00:00,2015-12-24T10:00:00,DK1,91.99,12.33
2015-12-24T08:00:00+00:00,2015-12-24T09:00:00,DK1,91.02,12.2
2015-12-24T07:00:00+00:00,2015-12-24T08:00:00,DK1,84.61,11.34
2015-12-24T06:00:00+00:00,2015-12-24T07:00:00,DK1,78.19,10.48
2015-12-24T05:00:00+00:00,2015-12-24T06:00:00,DK1,75.13,10.07
2015-12-24T04:00:00+00:00,2015-12-24T05:00:00,DK1,71.63,9.6
2015-12-24T03:00:00+00:00,2015-12-24T04:00:00,DK1,65.06,8.72
2015-12-24T02:00:00+00:00,2015-12-24T03:00:00,DK1,63.94,8.57
2015-12-24T01:00:00+00:00,2015-12-24T02:00:00,DK1,65.13,8.73
2015-12-24T00:00:00+00:00,2015-12-24T01:00:00,DK1,68.19,9.14
2015-12-23T23:00:00+00:00,2015-12-24T00:00:00,DK1,74.01,9.92
2015-12-23T22:00:00+00:00,2015-12-23T23:00:00,DK1,84.37,11.31
2015-12-23T21:00:00+00:00,2015-12-23T22:00:00,DK1,95.71,12.83
2015-12-23T20:00:00+00:00,2015-12-23T21:00:00,DK1,98.7,13.23
2015-12-23T19:00:00+00:00,2015-12-23T20:00:00,DK1,99.44,13.33
2015-12-23T18:00:00+00:00,2015-12-23T19:00:00,DK1,100.34,13.45
2015-12-23T17:00:00+00:00,2015-12-23T18:00:00,DK1,103.62,13.89
2015-12-23T16:00:00+00:00,2015-12-23T17:00:00,DK1,105.49,14.14
2015-12-23T15:00:00+00:00,2015-12-23T16:00:00,DK1,104.89,14.06
2015-12-23T14:00:00+00:00,2015-12-23T15:00:00,DK1,102.2,13.7
2015-12-23T13:00:00+00:00,2015-12-23T14:00:00,DK1,100.11,13.42
2015-12-23T12:00:00+00:00,2015-12-23T13:00:00,DK1,100.56,13.48
2015-12-23T11:00:00+00:00,2015-12-23T12:00:00,DK1,102.05,13.68
2015-12-23T10:00:00+00:00,2015-12-23T11:00:00,DK1,104.29,13.98
2015-12-23T09:00:00+00:00,2015-12-23T10:00:00,DK1,105.34,14.12
2015-12-23T08:00:00+00:00,2015-12-23T09:00:00,DK1,106.01,14.21
2015-12-23T07:00:00+00:00,2015-12-23T08:00:00,DK1,106.08,14.22
2015-12-23T06:00:00+00:00,2015-12-23T07:00:00,DK1,103.1,13.82
2015-12-23T05:00:00+00:00,2015-12-23T06:00:00,DK1,91.09,12.21
2015-12-23T04:00:00+00:00,2015-12-23T05:00:00,DK1,58.19,7.8
2015-12-23T03:00:00+00:00,2015-12-23T04:00:00,DK1,14.1,1.89
2015-12-23T02:00:00+00:00,2015-12-23T03:00:00,DK1,6.19,0.83
2015-12-23T01:00:00+00:00,2015-12-23T02:00:00,DK1,22.68,3.04
2015-12-23T00:00:00+00:00,2015-12-23T01:00:00,DK1,59.16,7.93
2015-12-22T23:00:00+00:00,2015-12-23T00:00:00,DK1,74.97,10.05
2015-12-22T22:00:00+00:00,2015-12-22T23:00:00,DK1,84.75,11.36
2015-12-22T21:00:00+00:00,2015-12-22T22:00:00,DK1,105.11,14.09
2015-12-22T20:00:00+00:00,2015-12-22T21:00:00,DK1,109.36,14.66
2015-12-22T19:00:00+00:00,2015-12-22T20:00:00,DK1,109.44,14.67
2015-12-22T18:00:00+00:00,2015-12-22T19:00:00,DK1,111.3,14.92
2015-12-22T17:00:00+00:00,2015-12-22T18:00:00,DK1,113.99,15.28
2015-12-22T16:00:00+00:00,2015-12-22T17:00:00,DK1,118.76,15.92
2015-12-22T15:00:00+00:00,2015-12-22T16:00:00,DK1,119.06,15.96
2015-12-22T14:00:00+00:00,2015-12-22T15:00:00,DK1,118.09,15.83
2015-12-22T13:00:00+00:00,2015-12-22T14:00:00,DK1,114.51,15.35
2015-12-22T12:00:00+00:00,2015-12-22T13:00:00,DK1,113.77,15.25
2015-12-22T11:00:00+00:00,2015-12-22T12:00:00,DK1,114.51,15.35
2015-12-22T10:00:00+00:00,2015-12-22T11:00:00,DK1,115.48,15.48
2015-12-22T09:00:00+00:00,2015-12-22T10:00:00,DK1,116.3,15.59
2015-12-22T08:00:00+00:00,2015-12-22T09:00:00,DK1,114.81,15.39
2015-12-22T07:00:00+00:00,2015-12-22T08:00:00,DK1,118.17,15.84
2015-12-22T06:00:00+00:00,2015-12-22T07:00:00,DK1,116.9,15.67
2015-12-22T05:00:00+00:00,2015-12-22T06:00:00,DK1,110.86,14.86
2015-12-22T04:00:00+00:00,2015-12-22T05:00:00,DK1,92.73,12.43
2015-12-22T03:00:00+00:00,2015-12-22T04:00:00,DK1,58.49,7.84
2015-12-22T02:00:00+00:00,2015-12-22T03:00:00,DK1,0.52,0.07
2015-12-22T01:00:00+00:00,2015-12-22T02:00:00,DK1,-74.97,-10.05
2015-12-22T00:00:00+00:00,2015-12-22T01:00:00,DK1,-99.29,-13.31
2015-12-21T23:00:00+00:00,2015-12-22T00:00:00,DK1,-90.49,-12.13
2015-12-21T22:00:00+00:00,2015-12-21T23:00:00,DK1,-0.07,-0.01
2015-12-21T21:00:00+00:00,2015-12-21T22:00:00,DK1,89.74,12.03
2015-12-21T20:00:00+00:00,2015-12-21T21:00:00,DK1,103.32,13.85
2015-12-21T19:00:00+00:00,2015-12-21T20:00:00,DK1,105.93,14.2
2015-12-21T18:00:00+00:00,2015-12-21T19:00:00,DK1,112.94,15.14
2015-12-21T17:00:00+00:00,2015-12-21T18:00:00,DK1,119.58,16.03
2015-12-21T16:00:00+00:00,2015-12-21T17:00:00,DK1,121.52,16.29
2015-12-21T15:00:00+00:00,2015-12-21T16:00:00,DK1,121.52,16.29
2015-12-21T14:00:00+00:00,2015-12-21T15:00:00,DK1,120.11,16.1
2015-12-21T13:00:00+00:00,2015-12-21T14:00:00,DK1,117.2,15.71
2015-12-21T12:00:00+00:00,2015-12-21T13:00:00,DK1,117.2,15.71
2015-12-21T11:00:00+00:00,2015-12-21T12:00:00,DK1,117.35,15.73
2015-12-21T10:00:00+00:00,2015-12-21T11:00:00,DK1,118.32,15.86
2015-12-21T09:00:00+00:00,2015-12-21T10:00:00,DK1,121.08,16.23
2015-12-21T08:00:00+00:00,2015-12-21T09:00:00,DK1,121.97,16.35
2015-12-21T07:00:00+00:00,2015-12-21T08:00:00,DK1,123.46,16.55
2015-12-21T06:00:00+00:00,2015-12-21T07:00:00,DK1,122.42,16.41
2015-12-21T05:00:00+00:00,2015-12-21T06:00:00,DK1,107.72,14.44
2015-12-21T04:00:00+00:00,2015-12-21T05:00:00,DK1,100.41,13.46
2015-12-21T03:00:00+00:00,2015-12-21T04:00:00,DK1,70.72,9.48
2015-12-21T02:00:00+00:00,2015-12-21T03:00:00,DK1,44.91,6.02
2015-12-21T01:00:00+00:00,2015-12-21T02:00:00,DK1,39.61,5.31
2015-12-21T00:00:00+00:00,2015-12-21T01:00:00,DK1,47.74,6.4
2015-12-20T23:00:00+00:00,2015-12-21T00:00:00,DK1,64.98,8.71
2015-12-20T22:00:00+00:00,2015-12-20T23:00:00,DK1,80.2,10.75
2015-12-20T21:00:00+00:00,2015-12-20T22:00:00,DK1,99.67,13.36
2015-12-20T20:00:00+00:00,2015-12-20T21:00:00,DK1,105.63,14.16
2015-12-20T19:00:00+00:00,2015-12-20T20:00:00,DK1,107.13,14.36
2015-12-20T18:00:00+00:00,2015-12-20T19:00:00,DK1,110.33,14.79
2015-12-20T17:00:00+00:00,2015-12-20T18:00:00,DK1,114.96,15.41
2015-12-20T16:00:00+00:00,2015-12-20T17:00:00,DK1,116.53,15.62
2015-12-20T15:00:00+00:00,2015-12-20T16:00:00,DK1,115.7,15.51
2015-12-20T14:00:00+00:00,2015-12-20T15:00:00,DK1,110.71,14.84
2015-12-20T13:00:00+00:00,2015-12-20T14:00:00,DK1,107.8,14.45
2015-12-20T12:00:00+00:00,2015-12-20T13:00:00,DK1,106.75,14.31
2015-12-20T11:00:00+00:00,2015-12-20T12:00:00,DK1,106.6,14.29
2015-12-20T10:00:00+00:00,2015-12-20T11:00:00,DK1,107.35,14.39
2015-12-20T09:00:00+00:00,2015-12-20T10:00:00,DK1,106.98,14.34
2015-12-20T08:00:00+00:00,2015-12-20T09:00:00,DK1,103.54,13.88
2015-12-20T07:00:00+00:00,2015-12-20T08:00:00,DK1,94.89,12.72
2015-12-20T06:00:00+00:00,2015-12-20T07:00:00,DK1,80.94,10.85
2015-12-20T05:00:00+00:00,2015-12-20T06:00:00,DK1,71.91,9.64
2015-12-20T04:00:00+00:00,2015-12-20T05:00:00,DK1,57.82,7.75
2015-12-20T03:00:00+00:00,2015-12-20T04:00:00,DK1,70.12,9.4
2015-12-20T02:00:00+00:00,2015-12-20T03:00:00,DK1,69.08,9.26
2015-12-20T01:00:00+00:00,2015-12-20T02:00:00,DK1,75.05,10.06
2015-12-20T00:00:00+00:00,2015-12-20T01:00:00,DK1,81.46,10.92
2015-12-19T23:00:00+00:00,2015-12-20T00:00:00,DK1,93.47,12.53
2015-12-19T22:00:00+00:00,2015-12-19T23:00:00,DK1,110.26,14.78
2015-12-19T21:00:00+00:00,2015-12-19T22:00:00,DK1,113.77,15.25
2015-12-19T20:00:00+00:00,2015-12-19T21:00:00,DK1,116.08,15.56
2015-12-19T19:00:00+00:00,2015-12-19T20:00:00,DK1,119.29,15.99
2015-12-19T18:00:00+00:00,2015-12-19T19:00:00,DK1,123.99,16.62
2015-12-19T17:00:00+00:00,2015-12-19T18:00:00,DK1,127.42,17.08
2015-12-19T16:00:00+00:00,2015-12-19T17:00:00,DK1,129.88,17.41
2015-12-19T15:00:00+00:00,2015-12-19T16:00:00,DK1,128.69,17.25
2015-12-19T14:00:00+00:00,2015-12-19T15:00:00,DK1,124.96,16.75
2015-12-19T13:00:00+00:00,2015-12-19T14:00:00,DK1,121.08,16.23
2015-12-19T12:00:00+00:00,2015-12-19T13:00:00,DK1,119.14,15.97
2015-12-19T11:00:00+00:00,2015-12-19T12:00:00,DK1,119.51,16.02
2015-12-19T10:00:00+00:00,2015-12-19T11:00:00,DK1,120.93,16.21
2015-12-19T09:00:00+00:00,2015-12-19T10:00:00,DK1,121.15,16.24
2015-12-19T08:00:00+00:00,2015-12-19T09:00:00,DK1,118.84,15.93
2015-12-19T07:00:00+00:00,2015-12-19T08:00:00,DK1,115.93,15.54
2015-12-19T06:00:00+00:00,2015-12-19T07:00:00,DK1,115.33,15.46
2015-12-19T05:00:00+00:00,2015-12-19T06:00:00,DK1,111.23,14.91
2015-12-19T04:00:00+00:00,2015-12-19T05:00:00,DK1,105.04,14.08
2015-12-19T03:00:00+00:00,2015-12-19T04:00:00,DK1,101.46,13.6
2015-12-19T02:00:00+00:00,2015-12-19T03:00:00,DK1,98.47,13.2
2015-12-19T01:00:00+00:00,2015-12-19T02:00:00,DK1,99.74,13.37
2015-12-19T00:00:00+00:00,2015-12-19T01:00:00,DK1,103.1,13.82
2015-12-18T23:00:00+00:00,2015-12-19T00:00:00,DK1,49.54,6.64
2015-12-18T22:00:00+00:00,2015-12-18T23:00:00,DK1,115.33,15.46
2015-12-18T21:00:00+00:00,2015-12-18T22:00:00,DK1,124.21,16.65
2015-12-18T20:00:00+00:00,2015-12-18T21:00:00,DK1,131.15,17.58
2015-12-18T19:00:00+00:00,2015-12-18T20:00:00,DK1,131.74,17.66
2015-12-18T18:00:00+00:00,2015-12-18T19:00:00,DK1,135.25,18.13
2015-12-18T17:00:00+00:00,2015-12-18T18:00:00,DK1,138.46,18.56
2015-12-18T16:00:00+00:00,2015-12-18T17:00:00,DK1,140.84,18.88
2015-12-18T15:00:00+00:00,2015-12-18T16:00:00,DK1,140.55,18.84
2015-12-18T14:00:00+00:00,2015-12-18T15:00:00,DK1,139.05,18.64
2015-12-18T13:00:00+00:00,2015-12-18T14:00:00,DK1,138.68,18.59
2015-12-18T12:00:00+00:00,2015-12-18T13:00:00,DK1,139.73,18.73
2015-12-18T11:00:00+00:00,2015-12-18T12:00:00,DK1,143.01,19.17
2015-12-18T10:00:00+00:00,2015-12-18T11:00:00,DK1,146.81,19.68
2015-12-18T09:00:00+00:00,2015-12-18T10:00:00,DK1,148.98,19.97
2015-12-18T08:00:00+00:00,2015-12-18T09:00:00,DK1,150.24,20.14
2015-12-18T07:00:00+00:00,2015-12-18T08:00:00,DK1,151.36,20.29
2015-12-18T06:00:00+00:00,2015-12-18T07:00:00,DK1,147.71,19.8
2015-12-18T05:00:00+00:00,2015-12-18T06:00:00,DK1,138.23,18.53
2015-12-18T04:00:00+00:00,2015-12-18T05:00:00,DK1,130.62,17.51
