power,energy,effi,storage,charge,discharge,profit,Revenew
360000,5000,0.7,[28.39892988],1.047647928048052,1.1952286093343938,[623.21884375],42889.76001784358
370000,5000,0.7,[0.],0.0,0.0,[0.],0.0
365000,5000,0.7,[28.07393712],1.0317877578362624,1.1952286093343938,[213.74573224],42520.68247024496
370000,5000,0.7,[0.],0.0,0.0,[0.],0.0
366000,5000,0.7,[28.06806799],1.0290955485777709,1.1952286093343938,[131.89098485],42477.281140467145
367000,5000,0.7,[28.06879441],1.0289733445152427,1.1952286093343938,[50.12722],42475.7006227715
368000,5000,0.7,[28.06879441],1.0289733445152427,1.1952286093343938,[-31.62661232],42475.7006227715
367500,5000,0.7,[28.06879441],1.0289733445152427,1.1952286093343938,[9.25030384],42475.7006227715
368000,5000,0.7,[28.06879441],1.0289733445152427,1.1952286093343938,[-31.62661232],42475.7006227715
367600,5000,0.7,[28.06879441],1.0289733445152427,1.1952286093343938,[1.07492061],42475.7006227715
367700,5000,0.7,[28.06879441],1.0289733445152427,1.1952286093343938,[-7.10046262],42475.7006227715
30000,10000,0.7,[39.73740593],8.165209072195237,1.1952286093343938,[36061.84412814],83843.87780470707
50000,10000,0.7,[33.74581602],5.769201460574922,1.1952286093343938,[29730.68161378],74045.0761235558
70000,10000,0.7,[28.90836705],4.326116295984947,1.1952286093343938,[24871.80899432],65951.13426088847
90000,10000,0.7,[24.57068526],3.45795072720745,1.1952286093343938,[20959.09991557],59252.580881309594
110000,10000,0.7,[22.83649856],2.8796414729251563,1.1952286093343938,[17606.53161994],55242.628963520474
130000,10000,0.7,[21.16051209],2.468315893413378,1.1952286093343938,[14669.67638312],51721.386059954835
150000,10000,0.7,[20.40378525],2.132471775025716,1.1952286093343938,[12041.6321274],49080.75661773369
170000,10000,0.7,[19.20756],1.856375409472236,1.1952286093343938,[9645.46332056],46215.67394546565
190000,10000,0.7,[18.55236317],1.6730808382203561,1.1952286093343938,[7426.70140796],44275.865623579535
210000,10000,0.7,[17.98833194],1.4509741661016693,1.1952286093343938,[5369.85384249],41928.20027156598
230000,10000,0.7,[16.95633909],1.3107010203116989,1.1952286093343938,[3437.58348977],39769.326902191824
250000,10000,0.7,[16.23273236],1.1937053455763154,1.1952286093343938,[1629.21003539],38002.905234769016
270000,10000,0.7,[15.58988136],1.0818772017273526,1.1952286093343938,[-81.59407635],36269.3680230156
260000,10000,0.7,[15.81888659],1.118553445809505,1.1952286093343938,[762.78624361],36862.00742307678
270000,10000,0.7,[15.58988136],1.0818772017273526,1.1952286093343938,[-81.59407635],36269.3680230156
265000,10000,0.7,[15.59637985],1.1002032091844913,1.1952286093343938,[340.25440533],36481.868500198296
270000,10000,0.7,[15.58988136],1.0818772017273526,1.1952286093343938,[-81.59407635],36269.3680230156
266000,10000,0.7,[15.58988136],1.0997447911806644,1.1952286093343938,[255.67934762],36471.53792410182
267000,10000,0.7,[15.58988136],1.0981903643300344,1.1952286093343938,[171.07474049],36454.03857718939
268000,10000,0.7,[15.58988136],1.0935761687604577,1.1952286093343938,[86.67318243],36402.0459779256
269000,10000,0.7,[15.58988136],1.088474399248233,1.1952286093343938,[2.41136153],36344.29273622883
270000,10000,0.7,[15.58988136],1.0818772017273526,1.1952286093343938,[-81.59407635],36269.3680230156
269500,10000,0.7,[15.58988136],1.0857398083171927,1.1952286093343938,[-39.62789794],36313.26686966064
269100,10000,0.7,[15.58988136],1.088262821350995,1.1952286093343938,[-6.00327763],36341.89332204093
30000,20000,0.7,[15.58338558],4.659338346053373,1.1952286093343938,[17790.7147813],52675.1640783104
50000,20000,0.7,[13.43438507],3.214109585941823,1.1952286093343938,[13883.16873206],46230.411742653116
70000,20000,0.7,[11.98572732],2.693095386762659,1.1952286093343938,[10687.77040033],42366.13018274596
90000,20000,0.7,[10.7795023],2.149566145370939,1.1952286093343938,[8044.2961119],38511.869304170454
110000,20000,0.7,[9.36322225],1.7232437753300691,1.1952286093343938,[5698.79303352],34319.10054353241
130000,20000,0.7,[8.39255425],1.4347952418964838,1.1952286093343938,[3666.42762788],31261.69529434345
150000,20000,0.7,[7.20133138],1.231143188392427,1.1952286093343938,[1761.87091824],28066.630144535782
170000,20000,0.7,[7.18333931],1.0747826682294752,1.1952286093343938,[22.07960621],26946.613085632183
190000,20000,0.7,[0.],0.0,0.0,[0.],0.0
180000,20000,0.7,[0.],0.0,0.0,[0.],0.0
175000,20000,0.7,[0.],0.0,0.0,[0.],0.0
171000,20000,0.7,[0.],0.0,0.0,[0.],0.0
170500,20000,0.7,[7.18184154],1.0745585685405392,1.1952286093343938,[-19.70927725],26942.55839957525
170100,20000,0.7,[7.18333931],1.0747826682294752,1.1952286093343938,[13.71964254],26946.613085632183
170200,20000,0.7,[7.18333931],1.0747826682294752,1.1952286093343938,[5.35967888],26946.613085632187
170300,20000,0.7,[7.18185434],1.074560484452418,1.1952286093343938,[-2.99122728],26942.59307122696
30000,30000,0.7,[7.19984112],2.626263270268721,1.1952286093343938,[8947.11828548],32647.556008676485
50000,30000,0.7,[6.37986905],1.9075423853286586,1.1952286093343938,[6391.29751856],29224.31365647412
70000,30000,0.7,[5.98362049],1.4374781842110338,1.1952286093343938,[4176.09235984],26833.36544231441
90000,30000,0.7,[4.79639065],1.1475125281012848,1.1952286093343938,[2296.84493966],22851.64568640669
110000,30000,0.7,[4.78589871],1.1450023830000218,1.1952286093343938,[567.5562688],22815.214218674795
130000,30000,0.7,[0.],0.0,0.0,[0.],0.0
120000,30000,0.7,[0.],0.0,0.0,[0.],0.0
115000,30000,0.7,[4.78589871],1.0751182928149343,1.1952286093343938,[140.0291394],22461.06693238974
120000,30000,0.7,[0.],0.0,0.0,[0.],0.0
116000,30000,0.7,[4.78589871],1.0746297301711705,1.1952286093343938,[56.42875158],22458.55187591845
117000,30000,0.7,[4.78589871],1.0246559555890657,1.1952286093343938,[-26.94702678],22198.191088891657
116500,30000,0.7,[4.78589871],1.0737748148447581,1.1952286093343938,[14.64014922],22454.119445415443
117000,30000,0.7,[4.78589871],1.0246559555890657,1.1952286093343938,[-26.94702678],22198.191088891657
116600,30000,0.7,[4.78589871],1.0734397495990806,1.1952286093343938,[6.28546957],22452.37893654875
116700,30000,0.7,[4.78589871],1.0734397495990806,1.1952286093343938,[-2.06908305],22452.37893654875
30000,40000,0.7,[4.78589871],1.9075423853286586,1.1952286093343938,[4347.32203171],24840.46787062489
