power,energy,effi,storage,charge,discharge,fuel_cost,Gasuse,solar,wind,discharge,charge,Wind,Solar,chargeeffi,dischargeeffi
0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500000,5000,0.6,[3283.54035666],313.79042951945786,100.0,100,41763.5670612131,1137695.7856857774,0.0,449651.4544173882,583357.1227992929,0.0,562.2152574992634,0.7745966692414833,0.7745966692414834
700000,5000,0.6,[3223.43265827],309.0345985534636,100.0,100,40999.78108617995,1138685.753218045,0.0,450112.2946317703,583889.2875752834,0.0,567.3156706705461,0.7745966692414833,0.7745966692414834
900000,5000,0.6,[3122.8659878],303.5813392895768,100.0,100,41139.568239447355,1138115.2627344371,0.0,449718.78162984876,583250.8523495788,0.0,571.644956500817,0.7745966692414833,0.7745966692414834
1100000,5000,0.6,[3150.80914382],297.66881592595706,100.0,100,39774.6670880808,1140075.0116336106,0.0,450619.70003989304,584409.4678334143,0.0,579.6921514955643,0.7745966692414833,0.7745966692414834
1300000,5000,0.6,[3101.63468974],293.94465674092413,100.0,100,38821.643066580415,1141358.0877505029,0.0,451199.21289702336,585114.0138160969,0.0,586.2453890097576,0.7745966692414833,0.7745966692414834
1500000,5000,0.6,[2896.5345675],287.4817944899185,100.0,100,41909.297297434474,1135800.297590693,0.0,448063.551731427,580771.7820582131,0.0,587.0936280150282,0.7745966692414833,0.7745966692414834
1700000,5000,0.6,[2879.04541478],286.1088302707472,100.0,100,41035.401217898856,1137097.91381237,0.0,448700.7751115694,581593.5853768276,0.0,591.2845792813894,0.7745966692414833,0.7745966692414834
1900000,5000,0.6,[2718.64705569],282.9748398040759,100.0,100,42378.43360753727,1134530.216697797,0.0,447218.78683443007,579497.0209766285,0.0,593.7594415567069,0.7745966692414833,0.7745966692414834
2100000,5000,0.6,[2587.66350268],278.67801773153724,100.0,100,44728.89329527937,1130328.4689391018,0.0,444776.02061738167,576170.8608276005,0.0,595.4056882571342,0.7745966692414833,0.7745966692414834
2300000,5000,0.6,[2303.37565314],237.9463224708831,83.54654891577124,100,112150.69772662167,1019708.012499341,0.0,380357.7877422582,492811.1802426649,0.0,544.1969766036765,0.7745966692414833,0.7745966692414834
2500000,5000,0.6,[1376.09733407],136.52414135846394,45.417505840354465,100,292086.70492606313,726348.9826279872,0.0,211760.94297119952,274359.53026141477,0.0,395.5253199974314,0.7745966692414833,0.7745966692414834
2700000,5000,0.6,[759.39742254],69.18133276554539,21.25211869087128,100,414565.49311445525,531032.7620036142,0.0,103360.06712730476,133972.94032886202,0.0,299.9669020665699,0.7745966692414833,0.7745966692414834
2900000,5000,0.6,[461.23411421],41.4438502673797,11.981024695299135,100,464204.183620658,453067.3165296385,0.0,61260.522261694896,79420.96305092162,0.0,267.379679144385,0.7745966692414833,0.7745966692414834
3100000,5000,0.6,[182.23498257],20.520511800946437,5.881547579382596,100,501664.5731016698,394739.75080067315,0.0,30349.65315084071,39313.86157615478,0.0,244.46351278082443,0.7745966692414833,0.7745966692414834
3300000,5000,0.6,[34.90104546],4.097565048670091,1.1529700305391564,100,531378.8222700241,348708.8490292014,0.0,6081.53517233718,7877.033461701362,0.0,228.28413387866246,0.7745966692414833,0.7745966692414834
3200000,5000,0.6,[94.43148661],11.13848157223886,3.164150022500746,100,518783.85367685976,368301.45100190083,0.0,16493.391489313017,21362.36619381266,0.0,234.46937040556722,0.7745966692414833,0.7745966692414834
3150000,5000,0.6,[136.378138],15.513126491646773,4.379207696694572,100,511017.4424429305,380352.8845435267,0.0,22858.213881651784,29611.70042639917,0.0,238.66348448687353,0.7745966692414833,0.7745966692414834
3200000,5000,0.6,[94.43148661],11.13848157223886,3.164150022500746,100,518783.85367685976,368301.45100190083,0.0,16493.391489313017,21362.36619381266,0.0,234.46937040556722,0.7745966692414833,0.7745966692414834
3160000,5000,0.6,[123.475697],14.228403234712701,4.019702676226871,100,513462.43714737095,376633.5534680898,0.0,20965.958567892303,27158.869054539395,0.0,236.9883884537608,0.7745966692414833,0.7745966692414834
3170000,5000,0.6,[118.44494857],13.711583924349881,3.875743164890473,100,514412.2166506941,375174.9507770026,0.0,20210.24197814748,26179.36075475773,0.0,236.4066193853428,0.7745966692414833,0.7745966692414834
3180000,5000,0.6,[106.21029042],12.470588235294116,3.532265947893966,100,516586.8214332687,371788.0003399706,0.0,18409.884449084242,23845.730903389325,0.0,235.29411764705884,0.7745966692414833,0.7745966692414834
3190000,5000,0.6,[97.37623979],11.519543241371153,3.2714698622212444,100,518124.66313367855,369332.93165484065,0.0,17047.315456228873,22079.808532609248,0.0,234.7779857713077,0.7745966692414833,0.7745966692414834
3185000,5000,0.6,[102.28452462],12.083094973081032,3.4252577904899355,100,517256.3089821176,370740.5663409324,0.0,17848.75152351423,23118.323146772876,0.0,234.97504187228728,0.7745966692414833,0.7745966692414834
3190000,5000,0.6,[97.37623979],11.519543241371153,3.2714698622212444,100,518124.66313367855,369332.93165484065,0.0,17047.315456228873,22079.808532609248,0.0,234.7779857713077,0.7745966692414833,0.7745966692414834
3186000,5000,0.6,[102.28452462],12.083094973081032,3.4252577904899355,100,517256.3089821176,370740.5663409324,0.0,17848.75152351423,23118.323146772876,0.0,234.97504187228728,0.7745966692414833,0.7745966692414834
3187000,5000,0.6,[100.54945419],11.90331632597615,3.377598718537393,100,517464.12793450634,370366.2677621186,0.0,17601.554233934956,22797.890385493858,0.0,235.09100068482385,0.7745966692414833,0.7745966692414834
