power,energy,effi,storage,charge,discharge,fuel_cost,Gasuse,solar,wind,discharge,charge,Wind,Solar
0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500000,5000,0.4,[397.5688597],77.27272727272728,14.603712881251063,60,473811.84905854013,492670.7276084327,0.0,59876.90692232111,103450.46965151548,0.0,239.23444976076556
700000,5000,0.4,[155.71153275],29.02584493041749,5.355109169486289,60,526766.3248947174,383888.2031454206,0.0,22935.06675538197,39622.84577213868,0.0,198.80715705765408
900000,5000,0.4,[0.],0.0,0.0,60,561835.9788359789,314164.0211640211,0.0,0.0,0.0,0.0,176.3668430335097
800000,5000,0.4,[62.52497623],11.376146788990809,2.1291261693505894,60,548595.3210254959,340998.2132180682,0.0,8997.706497439987,15543.246151676167,0.0,183.48623853211006
750000,5000,0.4,[104.35287041],19.12878787878786,3.5397367564389572,60,539337.0521655844,359400.28920840484,0.0,15048.553895021692,25997.486280675726,0.0,189.39393939393938
710000,5000,0.4,[143.20109584],26.666666666666657,4.920672667143424,60,530036.4204166548,377676.18767580995,0.0,20988.677622560925,36259.58688013414,0.0,196.078431372549
720000,5000,0.4,[130.25992998],23.938223938223928,4.401909477455871,60,533760.2571545128,370586.29795139626,0.0,18760.206165950574,32410.43704730232,0.0,193.05019305019303
730000,5000,0.4,[122.21592988],22.41379310344827,4.1243511230706735,60,535718.8603420492,366791.77532470634,0.0,17545.315903161594,30311.416161160956,0.0,191.57088122605364
740000,5000,0.4,[111.77993655],20.380952380952365,3.7749127198357257,60,537782.7113579934,362455.6397218144,0.0,16041.860070578054,27713.627778556245,0.0,190.47619047619048
735000,5000,0.4,[117.14725116],21.41491395793497,3.9567199061386518,60,536620.5335724025,364809.1446400819,0.0,16830.135643658523,29075.635845791858,0.0,191.20458891013382
731000,5000,0.4,[121.26809064],22.222222222222214,4.09386904733581,60,535846.3564530264,366471.5536257003,0.0,17417.819792184328,30091.09693443853,0.0,191.57088122605364
500000,10000,0.4,[331.85704628],65.82568807339447,12.288451566231293,60,486035.5359113027,467079.32473912835,0.0,51034.64757493581,88169.54205387348,0.0,229.3577981651376
700000,10000,0.4,[102.99669961],19.924098671726753,3.6958081944163452,60,538608.6680816131,360941.7562075714,0.0,15589.813891821432,26929.302531772948,0.0,189.75332068311195
600000,10000,0.4,[205.12709601],40.66390041493776,7.427149245413851,60,514114.8193916073,409686.23556303565,0.0,31638.91504822677,54656.360940603285,0.0,207.4688796680498
700000,10000,0.4,[102.99669961],19.924098671726753,3.6958081944163452,60,538608.6680816131,360941.7562075714,0.0,15589.813891821432,26929.302531772948,0.0,189.75332068311195
650000,10000,0.4,[155.04794648],30.27888446215138,5.613906017803627,60,525749.5933658011,386148.2134719506,0.0,23762.558028621108,41047.57889343075,0.0,199.20318725099602
700000,10000,0.4,[102.99669961],19.924098671726753,3.6958081944163452,60,538608.6680816131,360941.7562075714,0.0,15589.813891821432,26929.302531772948,0.0,189.75332068311195
660000,10000,0.4,[145.65949257],28.402366863905343,5.273973118984085,60,528205.0542874597,381412.81640922517,0.0,22253.92007151469,38440.960671489025,0.0,197.23865877712032
670000,10000,0.4,[131.93701669],25.680933852140072,4.777115910150992,60,531687.5443629719,374657.3612579446,0.0,20087.94201835103,34698.85403701298,0.0,194.55252918287937
680000,10000,0.4,[121.42402794],23.65384615384616,4.3918530523463675,60,534461.4296256916,369379.36273492436,0.0,18430.493451231323,31835.61245588075,0.0,192.3076923076923
690000,10000,0.4,[114.16368544],22.179732313575528,4.119209967481405,60,536150.6154499007,365982.67083035404,0.0,17300.053766160476,29883.046410353356,0.0,191.20458891013382
685000,10000,0.4,[117.14721653],22.79693486590037,4.232000988370508,60,535503.3877237829,367325.78371411964,0.0,17760.788521427872,30678.825102478913,0.0,191.57088122605364
690000,10000,0.4,[114.16368544],22.179732313575528,4.119209967481405,60,536150.6154499007,365982.67083035404,0.0,17300.053766160476,29883.046410353356,0.0,191.20458891013382
686000,10000,0.4,[117.14721653],22.79693486590037,4.232000988370508,60,535503.3877237829,367325.78371411964,0.0,17760.788521427872,30678.825102478913,0.0,191.57088122605364
687000,10000,0.4,[116.22573561],22.605363984674327,4.19863642336566,60,535631.9749496201,367002.9795245978,0.0,17632.20129559067,30456.729068265875,0.0,191.57088122605364
688000,10000,0.4,[114.95261812],22.370936902485667,4.152558339959643,60,536023.6658187937,366301.25298630993,0.0,17427.00339726749,30102.23759716436,0.0,191.20458891013382
500000,20000,0.4,[217.71208918],44.16666666666666,7.882820993993165,60,511651.0314665107,415310.53819684515,0.0,33728.76020015588,58268.718342059365,0.0,208.33333333333334
700000,20000,0.4,[33.54034229],6.846846846846816,1.2144135650417083,60,554185.0688480653,329861.52991962107,0.0,5326.462683466229,9200.945991402845,0.0,180.18018018018017
600000,20000,0.4,[114.66693715],23.12962844034322,4.1518086704916914,60,535663.3941581456,367208.3817488296,0.0,17787.275057915485,30726.361159422573,0.0,191.20458891013382
700000,20000,0.4,[33.54034229],6.846846846846816,1.2144135650417083,60,554185.0688480653,329861.52991962107,0.0,5326.462683466229,9200.945991402845,0.0,180.18018018018017
650000,20000,0.4,[71.76053403],14.41774491682068,2.598273005140594,60,545674.605975631,347182.108699973,0.0,11158.48090052417,19275.04052651511,0.0,184.84288354898334
610000,20000,0.4,[106.2616918],21.442125237191647,3.847475343040793,60,537717.5186861539,363180.62123212725,0.0,16480.96328728064,28469.688497112485,0.0,189.75332068311195
