power,energy,effi,storage,charge,discharge,fuel_cost,Gasuse,solar,wind,discharge,charge,Wind,Solar,chargeeffi,costfrac
900000,10000,0.6,[2725.75698166],335.99565773712567,100.0,100,42356.757786467235,1135289.7935280153,0.0,448514.4322878714,692456.2925560189,0.0,571.4228803894174,0.923076923076923,0.097
1100000,10000,0.6,[2715.26195354],329.4129823695907,100.0,100,42602.38893541965,1134809.2428252674,0.0,448203.6113393208,691952.5320923148,0.0,572.550643159454,0.923076923076923,0.097
1300000,10000,0.6,[2714.56954567],322.0849979142744,100.0,100,43304.3644113054,1133606.044792706,0.0,447492.6030724897,690833.5497936932,0.0,572.7069171157048,0.923076923076923,0.097
1500000,10000,0.6,[2718.06108381],316.92887049693127,100.0,100,44188.039560933896,1132140.4423710082,0.0,446654.4767029987,689522.7310476376,0.0,571.9188895705504,0.923076923076923,0.097
1700000,10000,0.6,[2682.17575412],311.17219206141624,100.0,100,45857.105097433574,1129344.2790949238,0.0,445080.9193023099,687029.818610462,0.0,570.2804328174984,0.923076923076923,0.097
1900000,10000,0.6,[2690.88125206],309.74507711192115,100.0,100,45856.3275829649,1129332.2142122628,0.0,445058.57944193133,686997.3426804545,0.0,570.6755948633997,0.923076923076923,0.097
2100000,10000,0.6,[2647.78039514],307.68825751416745,100.0,100,46427.50335805563,1128311.315766649,0.0,444468.8961477758,686037.8910207511,0.0,570.9919573027556,0.923076923076923,0.097
2300000,10000,0.6,[2648.64411914],306.1924163018805,100.0,100,46232.16402405376,1128587.1368518686,0.0,444593.0682944788,686226.8023111394,0.0,572.21791459434,0.923076923076923,0.097
2500000,10000,0.6,[2640.88268398],305.1870436994903,100.0,100,45853.230504608895,1129148.7361533134,0.0,444873.65857064,686654.4232879035,0.0,573.9193253533858,0.923076923076923,0.097
2700000,10000,0.6,[2610.04049402],299.0166032838352,98.29236831690228,100,52789.866170605004,1117730.2227251886,0.0,438210.74679842824,676366.9252562047,0.0,569.2105610325752,0.923076923076923,0.097
2900000,10000,0.6,[2275.36166637],258.5182078380838,83.6853256796143,100,114940.80090555837,1015791.083530985,0.0,379025.7097216314,585007.0099921614,0.0,521.1020462762847,0.923076923076923,0.097
3100000,10000,0.6,[1710.22302091],195.19650655021837,59.40421415283426,100,223122.70926765545,839069.3151301688,0.0,276947.1597279778,427513.09303920175,0.0,436.68122270742356,0.923076923076923,0.097
3300000,10000,0.6,[1216.17181022],141.67726983411373,41.1067254482791,100,311989.88915865903,695157.9344106048,0.0,195055.33815181238,301110.610819455,0.0,367.2906836384707,0.923076923076923,0.097
3500000,10000,0.6,[784.61347294],89.59971798163551,24.040491534171252,100,399670.95068467886,556016.750731473,0.0,118444.57821942068,182891.3350482208,0.0,299.0531829363336,0.923076923076923,0.097
3700000,10000,0.6,[560.67661172],69.88362415056756,17.540253861981007,100,433782.2048079828,502460.390231332,0.0,89561.2544899533,138280.47648855517,0.0,275.78510414053176,0.923076923076923,0.097
3900000,10000,0.6,[478.24495783],58.670955006879865,14.664360332434349,100,449657.39886250324,477463.3914242076,0.0,75992.1799831067,117335.04947983166,0.0,266.67387396114265,0.923076923076923,0.097
4100000,10000,0.6,[395.75640485],46.48967570336055,11.645213081015028,100,467451.41613606695,449653.89636636403,0.0,61087.399807581314,94331.73444001142,0.0,256.10083164923174,0.923076923076923,0.097
4300000,10000,0.6,[286.97143936],33.40729872188908,8.282482128701243,100,487559.6216580823,418194.74533340486,0.0,44213.69115059542,68278.20751576856,0.0,245.23400500347256,0.923076923076923,0.097
4500000,10000,0.6,[197.19629649],22.489078138040682,5.521990118332912,100,504307.3545756412,391880.78217307257,0.0,29990.564137455116,46318.80081800202,0.0,237.38193437604784,0.923076923076923,0.097
4700000,10000,0.6,[101.21240555],10.90801571878356,2.6678617239720994,100,522022.1896901864,363934.7318775248,0.0,14782.271750981394,22836.178448024024,0.0,230.0996176738248,0.923076923076923,0.097
4600000,10000,0.6,[141.00110777],16.101619929243014,3.948057407935519,100,514113.3552214459,376441.2031996464,0.0,21622.16063723098,33393.89451537528,0.0,233.1357829904478,0.923076923076923,0.097
4700000,10000,0.6,[101.21240555],10.90801571878356,2.6678617239720994,100,522022.1896901864,363934.7318775248,0.0,14782.271750981394,22836.178448024024,0.0,230.0996176738248,0.923076923076923,0.097
4650000,10000,0.6,[122.45729603],13.457076566125295,3.2931976805857324,100,517961.1982905329,370270.7206217139,0.0,18163.16365842293,28056.999296002905,0.0,232.0185614849188,0.923076923076923,0.097
4700000,10000,0.6,[101.21240555],10.90801571878356,2.6678617239720994,100,522022.1896901864,363934.7318775248,0.0,14782.271750981394,22836.178448024024,0.0,230.0996176738248,0.923076923076923,0.097
4660000,10000,0.6,[118.2137128],12.962962962962948,3.1691268564139343,100,518819.24699747877,368962.3228394958,0.0,17493.947446965554,27023.55441594481,0.0,231.4814814814815,0.923076923076923,0.097
4655000,10000,0.6,[119.52713312],13.099164517303478,3.20601051170123,100,518522.7638169041,369392.3372667786,0.0,17692.301035958084,27329.90964889912,0.0,231.76058302726122,0.923076923076923,0.097
4660000,10000,0.6,[118.2137128],12.962962962962948,3.1691268564139343,100,518819.24699747877,368962.3228394958,0.0,17493.947446965554,27023.55441594481,0.0,231.4814814814815,0.923076923076923,0.097
4656000,10000,0.6,[119.52713312],13.099164517303478,3.20601051170123,100,518522.7638169041,369392.3372667786,0.0,17692.301035958084,27329.90964889912,0.0,231.76058302726122,0.923076923076923,0.097
4657000,10000,0.6,[118.2137128],12.962962962962948,3.1691268564139343,100,518819.24699747877,368962.3228394958,0.0,17493.947446965554,27023.55441594481,0.0,231.4814814814815,0.923076923076923,0.097
500000,20000,0.6,[2375.82806367],345.12152661833863,100.0,100,44204.75473900832,1131660.401688195,0.0,446411.5218270525,688870.7799270055,0.0,575.8363863109167,0.923076923076923,0.097
700000,20000,0.6,[2401.26919012],338.4659826856798,100.0,100,45485.31510440375,1129665.3785784598,0.0,445328.8203195975,687211.8590791951,0.0,572.4098990674671,0.923076923076923,0.097
900000,20000,0.6,[2400.57481268],326.7600529407588,100.0,100,47632.49913778688,1126182.0636501454,0.0,443379.64771943,684179.2712375652,0.0,569.0134039210117,0.923076923076923,0.097
1100000,20000,0.6,[2348.8213108],318.64192295934305,100.0,100,50677.14496791321,1121169.3091930042,0.0,440573.87488426553,679772.6114263225,0.0,564.9688568951998,0.923076923076923,0.097
1300000,20000,0.6,[2334.6704424],315.2626490972431,100.0,100,50671.034986608065,1121099.5883945893,0.0,440487.86659619916,679623.2215175965,0.0,566.5247600235241,0.923076923076923,0.097
1500000,20000,0.6,[2326.24626049],313.52034828331773,100.0,100,50744.61512740697,1120937.112277554,0.0,440371.74671057134,679433.9761066453,0.0,567.2432761088035,0.923076923076923,0.097
1700000,20000,0.6,[2322.44907587],311.06079169746556,100.0,100,50054.43120454392,1121975.0208669456,0.0,440892.6320754929,680235.76998183,0.0,570.1259246844184,0.923076923076923,0.097
1900000,20000,0.6,[2299.53314061],306.32147543935326,100.0,100,52146.25081085793,1118540.538011126,0.0,438955.61657267995,677208.3742104587,0.0,567.4880941890409,0.923076923076923,0.097
2100000,20000,0.6,[2295.74056504],304.9826378949465,100.0,100,51639.30162767217,1119302.8296758723,0.0,439338.7724939983,677797.757351578,0.0,569.5958338888136,0.923076923076923,0.097
2300000,20000,0.6,[2280.08720069],302.32151309027387,100.0,100,52569.06107228029,1117745.3812234045,0.0,438440.6831465399,676389.3465620537,0.0,569.0544739607834,0.923076923076923,0.097
2500000,20000,0.6,[2266.87667427],299.7938025633282,99.4304931587417,100,54235.53695799051,1114942.1466588713,0.0,436747.74332155753,673777.3171739256,0.0,569.5068412583023,0.923076923076923,0.097
2700000,20000,0.6,[1995.77550378],263.9850937190375,85.71570126393313,100,109596.48644940872,1024086.944958577,0.0,383859.2484119368,592193.2429106978,0.0,529.0481013358103,0.923076923076923,0.097
2900000,20000,0.6,[1459.4136854],195.42597804666661,59.29686524690373,100,225675.11523365983,834513.404211932,0.0,274313.1002157844,423232.2643028086,0.0,437.6681156246912,0.923076923076923,0.097
3100000,20000,0.6,[1055.77371018],142.87044545473952,41.223134205017374,100,312247.60517565854,694376.7284795286,0.0,194503.6508256335,300118.13952075737,0.0,369.6658226099536,0.923076923076923,0.097
3300000,20000,0.6,[624.19830537],87.43044173662383,23.067378114444402,100,405226.56307744875,546886.6731144303,0.0,113311.87091738367,174853.9450239348,0.0,297.03715013728026,0.923076923076923,0.097
3500000,20000,0.6,[476.34430003],68.8106095062711,17.546099282670212,100,434874.9096248941,500459.53027082526,0.0,88346.48007913165,136320.84920755468,0.0,276.28577660600837,0.923076923076923,0.097
3700000,20000,0.6,[400.65819444],57.75401069518716,14.457664768021246,100,451185.30756254017,474707.8532928198,0.0,74279.39831981274,114620.82385400563,0.0,267.379679144385,0.923076923076923,0.097
3900000,20000,0.6,[314.96608154],44.64285714285711,11.15686612306029,100,470801.05052984867,444172.79137791204,0.0,58022.16375586556,89534.77445873199,0.0,255.1020408163265,0.923076923076923,0.097
4100000,20000,0.6,[218.68671654],31.514374043421554,7.769140281236847,100,491077.82357073075,412514.12464778544,0.0,41082.55747806864,63391.851412232114,0.0,243.9969833829713,0.923076923076923,0.097
4300000,20000,0.6,[144.28052383],19.930219229686173,4.858507185898562,100,508482.4355447368,385154.6121554435,0.0,26248.78413473526,40509.998616845165,0.0,236.08310871985466,0.923076923076923,0.097
4500000,20000,0.6,[64.92787261],8.897618724101465,2.191315551591569,100,524791.2764085283,359270.4959338151,0.0,11999.478683656484,18518.07787015377,0.0,230.13808105507866,0.923076923076923,0.097
4400000,20000,0.6,[104.18519952],14.18878441195541,3.486057981748452,100,516990.16940915294,371738.64122397,0.0,18943.940581670042,29236.385736731903,0.0,232.56371570663018,0.923076923076923,0.097
4500000,20000,0.6,[64.92787261],8.897618724101465,2.191315551591569,100,524791.2764085283,359270.4959338151,0.0,11999.478683656484,18518.07787015377,0.0,230.13808105507866,0.923076923076923,0.097
4450000,20000,0.6,[80.81176444],11.32180902203443,2.737467065634512,100,521682.6971158935,364385.9267167494,0.0,14986.295283376086,23127.617645555983,0.0,230.47993586342534,0.923076923076923,0.097
4410000,20000,0.6,[99.00763819],13.428373582779551,3.3069602245158025,100,517990.4410782022,370096.5549231843,0.0,17988.514818810083,27762.00998787377,0.0,232.4351917679909,0.923076923076923,0.097
4420000,20000,0.6,[92.70064497],12.962962962962948,3.137604568225865,100,519183.4211008901,368325.53552472184,0.0,17129.773343554272,26435.750740768926,0.0,231.4814814814815,0.923076923076923,0.097
4415000,20000,0.6,[94.62853942],13.225058004640374,3.2020634597333677,100,518641.20702097955,369105.3232781238,0.0,17483.154927976357,26981.247901919785,0.0,232.0185614849188,0.923076923076923,0.097
4411000,20000,0.6,[99.00763819],13.428373582779551,3.3069602245158025,100,517990.4410782022,370096.5549231843,0.0,17988.514818810083,27762.00998787377,0.0,232.4351917679909,0.923076923076923,0.097
4412000,20000,0.6,[99.00763819],13.42837358277955,3.3069602245158043,100,517990.4410782022,370096.5549231843,0.0,17988.51481881009,27762.00998787379,0.0,232.4351917679909,0.923076923076923,0.097
4413000,20000,0.6,[99.00763819],13.42837358277955,3.3069602245158043,100,517990.4410782022,370096.5549231843,0.0,17988.51481881009,27762.00998787379,0.0,232.4351917679909,0.923076923076923,0.097
4414000,20000,0.6,[96.91904902],13.225058004640374,3.2456674326185886,100,518458.160580442,369412.0176227605,0.0,17666.201368513895,27264.350373892103,0.0,232.0185614849188,0.923076923076923,0.097
4415000,20000,0.6,[94.62853942],13.225058004640374,3.2020634597333677,100,518641.20702097955,369105.3232781238,0.0,17483.154927976357,26981.247901919785,0.0,232.0185614849188,0.923076923076923,0.097
500000,30000,0.6,[2164.02380607],343.4613963851963,100.0,100,48057.62135968276,1124964.797915843,0.0,442553.6125500708,682685.5678390121,0.0,575.9238914093457,0.923076923076923,0.097
700000,30000,0.6,[2152.80078049],337.11506334486086,100.0,100,49478.57736345667,1122651.7743198615,0.0,441257.20187618496,680665.4340549258,0.0,573.7655189418591,0.923076923076923,0.097
900000,30000,0.6,[2151.92560047],329.1240823025675,100.0,100,50392.921793161884,1121146.406339398,0.0,440391.1889128853,679320.4772727184,0.0,572.9293488685812,0.923076923076923,0.097
1100000,30000,0.6,[2151.92679486],322.7901647924692,100.0,100,50991.31425694684,1120144.6001180138,0.0,439800.2738810789,678402.6353132672,0.0,572.7999837714614,0.923076923076923,0.097
1300000,30000,0.6,[2151.9209877],317.72680194758954,100.0,100,51277.459320628965,1119636.8172908153,0.0,439477.7732797666,677900.353745733,0.0,573.4289614298083,0.923076923076923,0.097
1500000,30000,0.6,[2152.80103593],314.80846591692693,100.0,100,51491.44075522468,1119264.8123344723,0.0,439246.2575318233,677540.7790352495,0.0,573.7323180040484,0.923076923076923,0.097
1700000,30000,0.6,[2152.79522981],310.1836874034889,100.0,100,51828.19211579531,1118667.11465248,0.0,438865.8872741079,676948.7945006617,0.0,574.4869571477436,0.923076923076923,0.097
1900000,30000,0.6,[2152.78939324],307.2738511076266,100.0,100,51991.09812915872,1118361.9889460108,0.0,438659.22642200056,676626.7509204648,0.0,575.245552411902,0.923076923076923,0.097
2100000,30000,0.6,[2152.80226682],303.79492481670246,100.0,100,53187.36599316464,1116418.9997225197,0.0,437559.5793913094,674922.4108679941,0.0,573.5723363873615,0.923076923076923,0.097
2300000,30000,0.6,[2151.92451449],301.70592765279173,100.0,100,53782.42584056895,1115439.444906104,0.0,436994.88610770635,674046.2370963498,0.0,573.0469724005588,0.923076923076923,0.097
2500000,30000,0.6,[1914.91857765],269.5187165775401,88.76807959029539,100,101731.46735677782,1036836.1723723699,0.0,391363.18504963926,603628.4536419573,0.0,534.75935828877,0.923076923076923,0.097
2700000,30000,0.6,[1399.07520876],204.5540507262329,64.06441879336485,100,210108.5434078415,859726.7235114821,0.0,288950.6092544932,445648.50108352304,0.0,449.19476508293934,0.923076923076923,0.097
2900000,30000,0.6,[980.20559234],146.81647940074907,43.0845953446089,100,306622.13213804184,703253.9033108602,0.0,199536.66936008554,307765.57366983464,0.0,374.5318352059925,0.923076923076923,0.097
3100000,30000,0.6,[575.62020036],89.05830792749506,23.597672707589133,100,403454.3262712862,549422.3869003326,0.0,114543.76478665379,176695.82580763634,0.0,299.61696977416017,0.923076923076923,0.097
3300000,30000,0.6,[439.44801824],69.25207756232686,17.60139603555429,100,435091.3586778418,499940.06588900264,0.0,87954.34769334935,135679.17439402506,0.0,277.0083102493075,0.923076923076923,0.097
3500000,30000,0.6,[369.20521625],58.02139037433153,14.451943362288779,100,451721.2661332403,473778.1212276314,0.0,73743.43974911257,113762.60963998553,0.0,267.379679144385,0.923076923076923,0.097
3700000,30000,0.6,[281.83017368],44.50240117880074,11.055841249732879,100,471855.8894707258,442424.59104811837,0.0,57038.57760534704,87986.82288386881,0.0,254.85432306666797,0.923076923076923,0.097
3900000,30000,0.6,[202.56006429],31.56957213166953,7.7304299336343805,100,491438.61616687925,411873.14768109616,0.0,40689.682298832144,62770.56567397625,0.0,244.099391709962,0.923076923076923,0.097
4100000,30000,0.6,[124.69068391],19.343104601743192,4.714201068963927,100,509579.7001817138,383353.58830277174,0.0,25227.89203951139,38918.0127913818,0.0,235.85593794810907,0.923076923076923,0.097
4300000,30000,0.6,[56.41035707],8.73563218390801,2.152824716131542,100,525233.7392948549,358582.542141881,0.0,11647.180245374975,17966.27232194856,0.0,229.8850574712643,0.923076923076923,0.097
4200000,30000,0.6,[91.60641524],14.186046511627922,3.482935771165111,100,517227.92961364845,371327.8422350465,0.0,18708.116897979464,28858.974227699415,0.0,232.55813953488374,0.923076923076923,0.097
4300000,30000,0.6,[56.41035707],8.73563218390801,2.152824716131542,100,525233.7392948549,358582.542141881,0.0,11647.180245374975,17966.27232194856,0.0,229.8850574712643,0.923076923076923,0.097
4250000,30000,0.6,[71.75677747],11.112158248333373,2.719230745235084,100,521968.9492420089,363886.6020848541,0.0,14684.681434095733,22652.52254857733,0.0,230.52314989280782,0.923076923076923,0.097
4210000,30000,0.6,[85.78389031],13.284378116086367,3.2643534903185203,100,518530.027117713,369249.6120269793,0.0,17551.910619162543,27075.27670509673,0.0,232.14011909034093,0.923076923076923,0.097
4220000,30000,0.6,[80.85133136],12.52052865835428,3.0714492388887336,100,519759.10070146876,367341.0162385886,0.0,16539.242525857502,25513.25489161372,0.0,231.5237215192475,0.923076923076923,0.097
4215000,30000,0.6,[85.40083061],13.225058004640374,3.247499937538748,100,518659.0535665779,369062.53203083447,0.0,17465.308382377993,26941.748289037274,0.0,232.0185614849188,0.923076923076923,0.097
4211000,30000,0.6,[85.40083061],13.225058004640374,3.247499937538748,100,518659.0535665779,369062.53203083447,0.0,17465.308382377993,26941.748289037274,0.0,232.0185614849188,0.923076923076923,0.097
500000,40000,0.6,[2150.15834222],341.4077589737072,100.0,100,49506.664578299955,1122624.4561201173,0.0,441258.5174003503,680667.3582450165,0.0,573.2568298359831,0.923076923076923,0.097
700000,40000,0.6,[2150.15862167],336.80440657682107,100.0,100,49772.087317572536,1122177.8114662054,0.0,440994.40677094867,680256.2820505167,0.0,573.2341293659069,0.923076923076923,0.097
900000,40000,0.6,[2150.1623736],329.12408230256716,99.99999999999996,100,50442.50108220994,1121061.6725554701,0.0,440341.60962383717,679242.2614721698,0.0,572.929348868581,0.923076923076923,0.097
1100000,40000,0.6,[2150.16184902],322.3569941124105,100.0,100,51016.95798808013,1120093.000303303,0.0,439764.68963626755,678345.8288562928,0.0,572.9719620015616,0.923076923076923,0.097
1300000,40000,0.6,[2150.15468774],317.6749292595029,100.0,100,51284.76591872694,1119618.0989317396,0.0,439463.2569974563,677876.4201673135,0.0,573.5536942927756,0.923076923076923,0.097
1500000,40000,0.6,[2150.15048359],314.92623746128197,100.0,100,51486.91361381518,1119263.798164415,0.0,439241.3693025063,677531.1517668336,0.0,573.8952108731424,0.923076923076923,0.097
1700000,40000,0.6,[2150.1411885],310.30029911371474,100.0,100,51822.62894384809,1118667.865830071,0.0,438862.0102871437,676940.7739025193,0.0,574.6502788707489,0.923076923076923,0.097
1900000,40000,0.6,[2150.13184469],307.3897885102467,100.0,100,51983.837563654735,1118365.6196989904,0.0,438657.0503706956,676621.3916615453,0.0,575.4093058054333,0.923076923076923,0.097
2100000,40000,0.6,[2150.15448854],303.793192985856,100.0,100,53260.98270470893,1116293.536742692,0.0,437486.1048694736,674806.7301386535,0.0,573.5698764003637,0.923076923076923,0.097
2300000,40000,0.6,[1936.62614112],275.7368209214597,89.77435669493782,100,96694.108380002,1045118.3344021956,0.0,396186.3365320431,611075.7962900683,0.0,538.1917528980123,0.923076923076923,0.097
2500000,40000,0.6,[1410.12466135],210.32253559194007,65.36782275332241,100,203475.9278385614,870460.121979701,0.0,295077.6758474291,455089.59292217664,0.0,455.686542719442,0.923076923076923,0.097
2700000,40000,0.6,[1007.78577271],154.8324550127443,45.804862508601886,100,294379.5734712133,722924.2583174208,0.0,210653.994586477,324884.1474231796,0.0,384.3626772439582,0.923076923076923,0.097
2900000,40000,0.6,[584.53412882],92.92814035556349,25.259334602411624,100,396789.1201665482,559948.8155122726,0.0,120344.96969895215,185614.98957948264,0.0,303.8238430796275,0.923076923076923,0.097
3100000,40000,0.6,[437.16837939],70.51323200321326,17.72853185595568,100,434501.1820639132,500921.26981470967,0.0,88544.52430727798,136584.9010946777,0.0,277.0083102493075,0.923076923076923,0.097
3300000,40000,0.6,[359.9573895],58.684961356006426,14.597387064791041,100,451313.01820562774,474407.9826096285,0.0,74095.19693743167,114291.87484863511,0.0,267.5968994199097,0.923076923076923,0.097
3500000,40000,0.6,[277.53980205],45.35802812874357,11.2550986161355,100,471114.47571563174,443622.29643071804,0.0,57734.0380793378,89049.97866986536,0.0,255.01408443639227,0.923076923076923,0.097
3700000,40000,0.6,[201.51914828],32.64228842739249,8.057563474543118,100,489778.82561646495,414409.2892567417,0.0,42011.370494773415,64799.524955058565,0.0,245.1798307345517,0.923076923076923,0.097
3900000,40000,0.6,[125.26686682],19.905860795485367,4.7806399565263,100,509456.97299240716,383726.5564213576,0.0,25602.41649449853,39494.71929993538,0.0,235.10953097153993,0.923076923076923,0.097
4100000,40000,0.6,[55.60575935],8.611033260711096,2.122118336122111,100,525443.5537866761,358261.96604021854,0.0,11482.153616370173,17711.698563013695,0.0,229.76028559595747,0.923076923076923,0.097
