power,energy,effi,storage,charge,discharge,fuel_cost,Gasuse,solar,wind,discharge,charge,Wind,Solar
0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500000,5000,0.4,[792.37311803],29.319735295435805,12.384507487250715,60,147236.35417132024,234961.88015873058,544316.3295647079,31366.930170876545,56336.18056307886,182.91334553809872,151.62828345203806
400000,5000,0.4,[1007.40265257],38.8607826787746,16.980806960858533,60,135130.03638742067,251317.75231789183,553073.5670820259,39450.061088223054,70846.4885763767,184.1654942689318,157.55060993587327
350000,5000,0.4,[1091.84869242],43.000099621964694,19.14560966596087,60,131571.38919829286,258453.4200270217,554297.1029314334,42501.98226711073,76249.15737323317,183.8235294117647,159.70651947205405
310000,5000,0.4,[1179.82954358],47.329383075108474,21.319546301607993,60,127260.80169199176,265860.8583865528,556199.1325059067,45628.0682670425,81839.30421849345,183.9776663164809,162.26529258395283
320000,5000,0.4,[1153.32272633],46.00345870087216,20.644774430543798,60,128615.56587627999,263631.06776791904,555555.6415867426,44680.07417000193,80142.29275058204,183.8834492454309,161.48898316682633
330000,5000,0.4,[1135.54232572],45.12963001029533,20.25785744325304,60,129431.3248401854,262297.9600856899,555117.7425655512,44090.33236196652,79079.30762662836,183.8235294117647,161.08397316207115
340000,5000,0.4,[1109.62467721],43.890338971979645,19.69540875680971,60,130731.22900269531,260099.1612193259,554546.4234892294,43182.79001815637,77443.36167981317,183.76799357851806,160.25641025641025
335000,5000,0.4,[1119.91193628],44.39066671984537,19.928903031497548,60,130224.16617811884,261206.7899324501,554568.8848342256,43571.89358768528,78139.72884221085,183.70313832041396,160.73396890804176
331000,5000,0.4,[1133.06287183],45.00529941706411,20.20987156517176,60,129518.33691448095,262133.55110997098,555074.0273078199,44015.73378305484,78944.65454532279,183.8235294117647,161.0525967143614
332000,5000,0.4,[1131.52123535],44.92983467896964,20.175194380013295,60,129596.8927207054,261990.2274248169,555048.4107808885,43959.69729275098,78843.91390619935,183.8235294117647,160.99577085736257
333000,5000,0.4,[1128.49213322],44.784058698158454,20.106687564094084,60,129760.69825289019,261716.91552970486,554979.0521770004,43849.162277681666,78644.80066552822,183.81535284993484,160.88476759406214
334000,5000,0.4,[1124.5848298],44.588731794968794,20.023270041229182,60,129930.20823613516,261379.8118358593,554930.9239926798,43715.35812947862,78404.31943711822,183.8235294117647,160.77170418006432
500000,10000,0.4,[325.61602021],20.825895004650064,8.544423850159601,60,162486.15822896772,220645.1985954182,526296.6397659131,21258.740859191228,37625.6192014596,179.85611510791367,148.3211647620982
400000,10000,0.4,[428.39141953],27.804247126000334,11.77879873690732,60,153219.66994094368,231968.61724682504,533640.513385994,27225.341314993548,48198.714882669105,181.0258457875359,152.3654615424186
350000,10000,0.4,[481.10436591],32.13944151838161,14.12994678953367,60,148464.42922664134,239324.5079207672,536325.9000579612,30624.593578450527,54174.37530531128,181.16044981111042,155.03875968992247
310000,10000,0.4,[523.54674264],36.23068411027503,16.179184873401912,60,144335.19284934964,246326.75155312696,538033.1844667192,33563.87341498574,59347.99777807368,181.15942028985506,157.8033256895128
305000,10000,0.4,[528.37389958],36.775362318840564,16.439094168499192,60,143943.84097266602,247024.27558717426,538230.5505789912,33887.73625938247,59917.26705057695,181.15942028985506,157.96396777300168
301000,10000,0.4,[531.95974083],37.19234686992789,16.64055290357164,60,143577.88786830948,247666.8588070526,538371.367705628,34156.36784036063,60389.30363102522,181.15942028985506,158.19698500863853
500000,20000,0.4,[105.39135151],11.8973235208571,5.072886681358195,60,178242.278599916,206132.2769025967,509462.2031700083,11554.365903926984,20221.70845787765,176.77302293974265,143.91283504122856
400000,20000,0.4,[157.19428723],18.592136099296944,8.185053380782932,60,169353.2361140865,216588.48615166062,516454.3859187063,17097.43223067523,29924.465523188308,177.9359430604982,147.55663570870587
350000,20000,0.4,[175.69219712],22.00656755275715,9.86512031529442,60,165771.52225075633,221837.44653179686,518501.53529678774,19517.79801236475,34145.30987229194,178.13217328993198,149.4136965503787
310000,20000,0.4,[195.49376664],25.31194295900177,11.160181637346236,60,162713.73583363733,226625.07871148974,520071.97630333883,21651.175518334843,37883.784544915005,178.25311942959,151.036619650911
305000,20000,0.4,[197.02979969],25.645624103299845,11.267339176668749,60,162522.62155224255,226981.27424399636,520170.7969039506,21821.74608394723,38182.71065553399,178.25311942959,151.08038780922567
301000,20000,0.4,[198.71912669],26.02495543672012,11.404411521363254,60,162111.89874465246,227670.63481139916,520269.31207608146,22066.411163381585,38610.53445340321,178.25311942959,151.43627845345696
500000,30000,0.4,[43.34308383],6.957153164200264,2.978645473989039,60,184993.04665279345,197179.31996417762,503694.14667073597,6433.748982762076,11214.921380875076,176.67844522968198,141.23702111867323
400000,30000,0.4,[77.94933395],12.781141536788205,5.574474613174161,60,178830.49518356408,206714.22936547804,507663.1286856959,11215.630509976443,19555.951326320537,176.4963091342539,144.08813612281224
350000,30000,0.4,[97.68463493],16.780332987955063,7.3715885731498,60,174350.45486686073,213163.68178912302,510223.640050687,14168.654930003751,24704.375990477976,176.67221329493958,146.55493666613782
310000,30000,0.4,[107.55789334],19.26454859461974,8.748786219967522,60,171852.0098662556,217108.84495190237,511394.5324872831,15883.643043720635,27685.294525970032,176.68822014017738,148.04919544712666
305000,30000,0.4,[108.63038109],19.503375328316615,8.823459073822676,60,171671.02367001493,217387.07995643068,511509.8213550153,16021.416086721289,27926.31562780897,176.7000763534427,148.10596882275087
